query_id,query_text,rank,item_id,fusion_method,fusion_score,bm25_rank,semantic_rank,bm25_score,semantic_score,bm25_normalized_score,semantic_normalized_score,sources,relevance_grade
query_000002,best smartphones,13,item_000373,RRF (k=60),0.027584,19,7,4.036109,0.822522,,,"bm25,semantic",2
query_000002,best smartphones,14,item_000346,RRF (k=60),0.027402,14,12,4.036109,0.819926,,,"bm25,semantic",2
query_000002,best smartphones,15,item_000223,RRF (k=60),0.027200,6,23,4.036109,0.804060,,,"bm25,semantic",2
query_000002,best smartphones,16,item_000492,RRF (k=60),0.026901,22,8,4.036109,0.820350,,,"bm25,semantic",2
query_000002,best smartphones,17,item_000344,RRF (k=60),0.026857,13,16,4.036109,0.814583,,,"bm25,semantic",2
query_000002,best smartphones,18,item_000275,RRF (k=60),0.026830,7,24,4.036109,0.804046,,,"bm25,semantic",2
query_000002,best smartphones,19,item_000093,RRF (k=60),0.025856,28,9,3.998220,0.820140,,,"bm25,semantic",2
query_000002,best smartphones,20,item_000212,RRF (k=60),0.025694,5,37,4.036109,0.785674,,,"bm25,semantic",2
query_000003,PureComfort Activewear,1,item_000326,RRF (k=60),0.016393,,1,,0.707941,,,semantic,1
query_000003,PureComfort Activewear,2,item_000250,RRF (k=60),0.016129,,2,,0.684913,,,semantic,1
query_000003,PureComfort Activewear,3,item_000330,RRF (k=60),0.015873,,3,,0.684913,,,semantic,1
query_000003,PureComfort Activewear,4,item_000396,RRF (k=60),0.015625,,4,,0.683628,,,semantic,1
query_000003,PureComfort Activewear,5,item_000467,RRF (k=60),0.015385,,5,,0.683628,,,semantic,1
query_000003,PureComfort Activewear,6,item_000364,RRF (k=60),0.015152,,6,,0.671891,,,semantic,1
query_000003,PureComfort Activewear,7,item_000413,RRF (k=60),0.014925,,7,,0.669367,,,semantic,1
query_000003,PureComfort Activewear,8,item_000490,RRF (k=60),0.014706,,8,,0.666902,,,semantic,1
query_000003,PureComfort Activewear,9,item_000016,RRF (k=60),0.014493,,9,,0.665633,,,semantic,1
query_000003,PureComfort Activewear,10,item_000169,RRF (k=60),0.014286,,10,,0.660151,,,semantic,1
query_000003,PureComfort Activewear,11,item_000312,RRF (k=60),0.014085,,11,,0.660151,,,semantic,1
query_000003,PureComfort Activewear,12,item_000149,RRF (k=60),0.013889,,12,,0.656635,,,semantic,1
query_000003,PureComfort Activewear,13,item_000063,RRF (k=60),0.013699,,13,,0.636332,,,semantic,1
query_000003,PureComfort Activewear,14,item_000292,RRF (k=60),0.013514,,14,,0.636194,,,semantic,1
query_000003,PureComfort Activewear,15,item_000281,RRF (k=60),0.013333,,15,,0.632502,,,semantic,1
query_000003,PureComfort Activewear,16,item_000206,RRF (k=60),0.013158,,16,,0.630768,,,semantic,1
query_000003,PureComfort Activewear,17,item_000384,RRF (k=60),0.012987,,17,,0.628349,,,semantic,1
query_000003,PureComfort Activewear,18,item_000161,RRF (k=60),0.012821,,18,,0.626274,,,semantic,1
query_000003,PureComfort Activewear,19,item_000498,RRF (k=60),0.012658,,19,,0.626274,,,semantic,1
query_000003,PureComfort Activewear,20,item_000080,RRF (k=60),0.012500,,20,,0.625694,,,semantic,1
query_000004,BrainBoost Outdoor Toys,1,item_000028,RRF (k=60),0.032018,1,4,8.175453,0.827069,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,2,item_000163,RRF (k=60),0.031754,4,2,8.175453,0.833775,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,3,item_000120,RRF (k=60),0.031514,2,5,8.175453,0.826841,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,4,item_000448,RRF (k=60),0.030886,9,1,8.175453,0.834048,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,5,item_000390,RRF (k=60),0.030798,7,3,8.175453,0.833775,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,6,item_000141,RRF (k=60),0.029958,3,11,8.175453,0.815959,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,7,item_000285,RRF (k=60),0.029274,5,12,8.175453,0.815959,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,8,item_000315,RRF (k=60),0.028850,6,13,8.175453,0.815959,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,9,item_000245,RRF (k=60),0.027651,16,9,8.120285,0.819885,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,10,item_000370,RRF (k=60),0.027584,19,7,8.120285,0.821653,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,11,item_000494,RRF (k=60),0.027347,22,6,8.120285,0.823602,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,12,item_000021,RRF (k=60),0.027242,11,16,8.120285,0.814062,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,13,item_000456,RRF (k=60),0.027052,21,8,8.120285,0.821653,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,14,item_000222,RRF (k=60),0.026501,14,17,8.120285,0.814062,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,15,item_000248,RRF (k=60),0.026501,17,14,8.120285,0.815768,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,16,item_000427,RRF (k=60),0.026070,8,28,8.175453,0.793732,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,17,item_000300,RRF (k=60),0.025641,18,18,8.120285,0.814062,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,18,item_000454,RRF (k=60),0.025522,10,29,8.175453,0.793732,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,19,item_000392,RRF (k=60),0.025158,20,19,8.120285,0.813815,,,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,20,item_000059,RRF (k=60),0.024415,12,35,8.120285,0.780504,,,"bm25,semantic",3
query_000005,affordable cameras for everyday use,1,item_000117,RRF (k=60),0.030018,12,2,4.359151,0.412446,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,2,item_000217,RRF (k=60),0.029572,13,3,4.359151,0.412446,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,3,item_000121,RRF (k=60),0.029214,18,1,4.325944,0.441209,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,4,item_000228,RRF (k=60),0.029139,14,4,4.359151,0.412446,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,5,item_000102,RRF (k=60),0.027783,11,13,4.359151,0.394218,,,"bm25,semantic",1
query_000005,affordable cameras for everyday use,6,item_000344,RRF (k=60),0.027693,17,8,4.359151,0.408135,,,"bm25,semantic",1
query_000005,affordable cameras for everyday use,7,item_000183,RRF (k=60),0.027433,23,5,4.229293,0.409193,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,8,item_000299,RRF (k=60),0.026847,15,14,4.359151,0.394218,,,"bm25,semantic",1
query_000005,affordable cameras for everyday use,9,item_000231,RRF (k=60),0.026779,26,6,4.229293,0.409193,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,10,item_000160,RRF (k=60),0.026688,22,9,4.229293,0.407213,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,11,item_000310,RRF (k=60),0.026491,16,15,4.359151,0.394218,,,"bm25,semantic",1
query_000005,affordable cameras for everyday use,12,item_000062,RRF (k=60),0.026430,21,11,4.229293,0.397393,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,13,item_000417,RRF (k=60),0.026289,28,7,4.229293,0.409193,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,14,item_000487,RRF (k=60),0.026030,2,41,5.657967,0.344509,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,15,item_000005,RRF (k=60),0.026009,1,44,5.657967,0.326556,,,"bm25,semantic",1
query_000005,affordable cameras for everyday use,16,item_000214,RRF (k=60),0.025794,24,12,4.229293,0.397393,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,17,item_000065,RRF (k=60),0.025677,3,42,5.528050,0.333512,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,18,item_000015,RRF (k=60),0.025658,20,16,4.229293,0.392127,,,"bm25,semantic",2
query_000005,affordable cameras for everyday use,19,item_000497,RRF (k=60),0.025522,29,10,4.229293,0.407213,,,"bm25,semantic",0
query_000005,affordable cameras for everyday use,20,item_000405,RRF (k=60),0.025334,4,43,5.528050,0.331466,,,"bm25,semantic",0
query_000006,PureBloom skincare review,1,item_000006,RRF (k=60),0.032522,1,2,4.765976,0.855362,,,"bm25,semantic",2
query_000006,PureBloom skincare review,2,item_000144,RRF (k=60),0.031498,4,3,4.765976,0.847248,,,"bm25,semantic",2
query_000006,PureBloom skincare review,3,item_000123,RRF (k=60),0.031258,3,5,4.765976,0.835080,,,"bm25,semantic",2
query_000006,PureBloom skincare review,4,item_000279,RRF (k=60),0.030478,11,1,4.765976,0.858425,,,"bm25,semantic",2
query_000006,PureBloom skincare review,5,item_000182,RRF (k=60),0.029437,6,10,4.765976,0.823228,,,"bm25,semantic",2
query_000006,PureBloom skincare review,6,item_000273,RRF (k=60),0.029211,10,7,4.765976,0.830257,,,"bm25,semantic",2
query_000006,PureBloom skincare review,7,item_000098,RRF (k=60),0.029116,2,17,4.765976,0.816969,,,"bm25,semantic",2
query_000006,PureBloom skincare review,8,item_000333,RRF (k=60),0.028665,14,6,4.765976,0.835080,,,"bm25,semantic",2
query_000006,PureBloom skincare review,9,item_000236,RRF (k=60),0.028577,9,11,4.765976,0.823228,,,"bm25,semantic",2
query_000006,PureBloom skincare review,10,item_000500,RRF (k=60),0.028446,18,4,4.765976,0.847248,,,"bm25,semantic",2
query_000006,PureBloom skincare review,11,item_000305,RRF (k=60),0.028405,13,8,4.765976,0.824555,,,"bm25,semantic",2
query_000006,PureBloom skincare review,12,item_000226,RRF (k=60),0.027864,8,16,4.765976,0.817159,,,"bm25,semantic",2
query_000006,PureBloom skincare review,13,item_000485,RRF (k=60),0.027651,16,9,4.765976,0.824091,,,"bm25,semantic",2
query_000006,PureBloom skincare review,14,item_000443,RRF (k=60),0.027222,15,12,4.765976,0.823228,,,"bm25,semantic",2
query_000006,PureBloom skincare review,15,item_000160,RRF (k=60),0.027013,5,26,4.765976,0.809104,,,"bm25,semantic",2
query_000006,PureBloom skincare review,16,item_000293,RRF (k=60),0.026709,12,18,4.765976,0.816969,,,"bm25,semantic",2
query_000006,PureBloom skincare review,17,item_000218,RRF (k=60),0.025564,7,34,4.765976,0.796793,,,"bm25,semantic",2
query_000006,PureBloom skincare review,18,item_000497,RRF (k=60),0.024481,17,27,4.765976,0.809104,,,"bm25,semantic",2
query_000006,PureBloom skincare review,19,item_000012,RRF (k=60),0.024423,25,19,4.610179,0.815068,,,"bm25,semantic",2
query_000006,PureBloom skincare review,20,item_000090,RRF (k=60),0.024322,31,15,4.610179,0.818548,,,"bm25,semantic",2
query_000007,PureBite Baking,1,item_000397,RRF (k=60),0.016393,,1,,0.842315,,,semantic,0
query_000007,PureBite Baking,2,item_000221,RRF (k=60),0.016129,,2,,0.826848,,,semantic,0
query_000007,PureBite Baking,3,item_000061,RRF (k=60),0.015873,,3,,0.821156,,,semantic,0
query_000007,PureBite Baking,4,item_000232,RRF (k=60),0.015625,,4,,0.807447,,,semantic,0
query_000007,PureBite Baking,5,item_000329,RRF (k=60),0.015385,,5,,0.784701,,,semantic,0
query_000007,PureBite Baking,6,item_000371,RRF (k=60),0.015152,,6,,0.784701,,,semantic,0
query_000007,PureBite Baking,7,item_000349,RRF (k=60),0.014925,,7,,0.777151,,,semantic,0
query_000007,PureBite Baking,8,item_000048,RRF (k=60),0.014706,,8,,0.764410,,,semantic,0
query_000007,PureBite Baking,9,item_000172,RRF (k=60),0.014493,,9,,0.762722,,,semantic,0
query_000007,PureBite Baking,10,item_000067,RRF (k=60),0.014286,,10,,0.762500,,,semantic,0
query_000007,PureBite Baking,11,item_000270,RRF (k=60),0.014085,,11,,0.762500,,,semantic,0
query_000007,PureBite Baking,12,item_000151,RRF (k=60),0.013889,,12,,0.761944,,,semantic,0
query_000007,PureBite Baking,13,item_000207,RRF (k=60),0.013699,,13,,0.756644,,,semantic,0
query_000007,PureBite Baking,14,item_000153,RRF (k=60),0.013514,,14,,0.756588,,,semantic,0
query_000007,PureBite Baking,15,item_000069,RRF (k=60),0.013333,,15,,0.756096,,,semantic,0
query_000007,PureBite Baking,16,item_000105,RRF (k=60),0.013158,,16,,0.756096,,,semantic,0
query_000007,PureBite Baking,17,item_000152,RRF (k=60),0.012987,,17,,0.745288,,,semantic,0
query_000007,PureBite Baking,18,item_000049,RRF (k=60),0.012821,,18,,0.744112,,,semantic,0
query_000007,PureBite Baking,19,item_000199,RRF (k=60),0.012658,,19,,0.740280,,,semantic,0
query_000007,PureBite Baking,20,item_000252,RRF (k=60),0.012500,,20,,0.740280,,,semantic,0
query_000008,BrainBoost Puzzles,1,item_000029,RRF (k=60),0.031778,1,5,4.512491,0.875738,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,2,item_000108,RRF (k=60),0.030366,9,3,4.512491,0.876381,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,3,item_000302,RRF (k=60),0.029643,14,2,4.512491,0.879421,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,4,item_000054,RRF (k=60),0.029469,5,11,4.512491,0.850807,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,5,item_000365,RRF (k=60),0.029214,18,1,4.512491,0.881437,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,6,item_000074,RRF (k=60),0.028850,6,13,4.512491,0.837778,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,7,item_000115,RRF (k=60),0.028571,10,10,4.512491,0.855101,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,8,item_000044,RRF (k=60),0.028446,4,18,4.512491,0.829944,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,9,item_000318,RRF (k=60),0.028309,16,6,4.512491,0.875738,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,10,item_000249,RRF (k=60),0.028191,13,9,4.512491,0.867207,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,11,item_000034,RRF (k=60),0.028068,3,22,4.512491,0.821463,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,12,item_000032,RRF (k=60),0.027757,2,26,4.512491,0.817810,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,13,item_000374,RRF (k=60),0.027584,19,7,4.512491,0.871647,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,14,item_000446,RRF (k=60),0.027390,25,4,4.512491,0.876381,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,15,item_000421,RRF (k=60),0.026901,22,8,4.512491,0.871100,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,16,item_000311,RRF (k=60),0.026847,15,14,4.512491,0.837778,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,17,item_000142,RRF (k=60),0.026430,11,21,4.512491,0.829941,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,18,item_000091,RRF (k=60),0.026420,7,27,4.512491,0.817810,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,19,item_000350,RRF (k=60),0.026320,17,15,4.512491,0.837778,,,"bm25,semantic",2
query_000008,BrainBoost Puzzles,20,item_000386,RRF (k=60),0.026235,21,12,4.512491,0.841751,,,"bm25,semantic",2
query_000009,DriveSafe Oils & Fluids,1,item_000071,RRF (k=60),0.031514,2,5,13.044223,0.858309,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,2,item_000184,RRF (k=60),0.031319,7,1,13.044223,0.884074,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,3,item_000192,RRF (k=60),0.030622,9,2,13.044223,0.874966,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,4,item_000171,RRF (k=60),0.030310,5,7,13.044223,0.849587,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,5,item_000288,RRF (k=60),0.029762,12,3,13.044223,0.861843,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,6,item_000128,RRF (k=60),0.029387,3,14,13.044223,0.842463,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,7,item_000296,RRF (k=60),0.029324,13,4,13.044223,0.861843,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,8,item_000143,RRF (k=60),0.028958,4,15,13.044223,0.842463,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,9,item_000011,RRF (k=60),0.028739,1,21,13.044223,0.826738,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,10,item_000268,RRF (k=60),0.028370,10,11,13.044223,0.845562,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,11,item_000178,RRF (k=60),0.027810,6,19,13.044223,0.835003,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,12,item_000363,RRF (k=60),0.026857,16,13,13.044223,0.842493,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,13,item_000477,RRF (k=60),0.026547,19,12,13.044223,0.845562,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,14,item_000342,RRF (k=60),0.026501,14,17,13.044223,0.838769,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,15,item_000186,RRF (k=60),0.026200,8,27,13.044223,0.799907,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,16,item_000278,RRF (k=60),0.025989,11,24,13.044223,0.815935,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,17,item_000307,RRF (k=60),0.025904,33,6,12.906655,0.856724,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,18,item_000132,RRF (k=60),0.025482,31,9,12.906655,0.847240,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,19,item_000452,RRF (k=60),0.025232,35,8,12.906655,0.847611,,,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,20,item_000489,RRF (k=60),0.025000,20,20,13.044223,0.834734,,,"bm25,semantic",3
query_000010,affordable tires for everyday use,1,item_000117,RRF (k=60),0.030018,12,2,4.359151,0.411704,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,2,item_000217,RRF (k=60),0.029572,13,3,4.359151,0.411704,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,3,item_000121,RRF (k=60),0.029214,18,1,4.325944,0.440236,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,4,item_000228,RRF (k=60),0.029139,14,4,4.359151,0.411704,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,5,item_000102,RRF (k=60),0.028577,11,9,4.359151,0.399151,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,6,item_000344,RRF (k=60),0.028372,17,5,4.359151,0.411115,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,7,item_000299,RRF (k=60),0.027619,15,10,4.359151,0.399151,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,8,item_000310,RRF (k=60),0.027242,16,11,4.359151,0.399151,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,9,item_000183,RRF (k=60),0.027200,23,6,4.229293,0.408245,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,10,item_000231,RRF (k=60),0.026553,26,7,4.229293,0.408245,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,11,item_000015,RRF (k=60),0.026389,20,12,4.229293,0.396919,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,12,item_000005,RRF (k=60),0.026102,1,43,5.657967,0.331946,,,"bm25,semantic",2
query_000010,affordable tires for everyday use,13,item_000417,RRF (k=60),0.026070,28,8,4.229293,0.408245,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,14,item_000487,RRF (k=60),0.026030,2,41,5.657967,0.343683,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,15,item_000062,RRF (k=60),0.025859,21,14,4.229293,0.396604,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,16,item_000065,RRF (k=60),0.025677,3,42,5.528050,0.332949,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,17,item_000230,RRF (k=60),0.025463,25,13,4.229293,0.396919,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,18,item_000405,RRF (k=60),0.025240,4,44,5.528050,0.330862,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,19,item_000214,RRF (k=60),0.025238,24,15,4.229293,0.396604,,,"bm25,semantic",0
query_000010,affordable tires for everyday use,20,item_000160,RRF (k=60),0.024695,22,20,4.229293,0.395279,,,"bm25,semantic",0
query_000011,affordable oils & fluids for everyday use,1,item_000304,RRF (k=60),0.032787,1,1,13.632623,0.729382,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,2,item_000354,RRF (k=60),0.032258,2,2,11.932479,0.664394,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,3,item_000409,RRF (k=60),0.031746,3,3,11.932479,0.664394,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,4,item_000488,RRF (k=60),0.031250,4,4,11.932479,0.664394,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,5,item_000039,RRF (k=60),0.030090,5,8,9.847592,0.573486,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,6,item_000307,RRF (k=60),0.029418,7,9,9.847592,0.573284,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,7,item_000452,RRF (k=60),0.029418,9,7,9.847592,0.576902,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,8,item_000132,RRF (k=60),0.028309,6,16,9.847592,0.567392,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,9,item_000339,RRF (k=60),0.027693,8,17,9.847592,0.567392,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,10,item_000256,RRF (k=60),0.026023,34,5,8.427963,0.585390,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,11,item_000136,RRF (k=60),0.025904,33,6,8.427963,0.580308,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,12,item_000184,RRF (k=60),0.025816,16,19,8.483412,0.543177,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,13,item_000171,RRF (k=60),0.025709,14,22,8.483412,0.534798,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,14,item_000011,RRF (k=60),0.025649,10,28,8.483412,0.528806,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,15,item_000045,RRF (k=60),0.025275,31,10,8.427963,0.572408,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,16,item_000071,RRF (k=60),0.025196,11,30,8.483412,0.525200,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,17,item_000192,RRF (k=60),0.025166,18,21,8.483412,0.540407,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,18,item_000103,RRF (k=60),0.024954,32,11,8.427963,0.572408,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,19,item_000019,RRF (k=60),0.024810,30,13,8.427963,0.568048,,,"bm25,semantic",3
query_000011,affordable oils & fluids for everyday use,20,item_000128,RRF (k=60),0.024758,12,32,8.483412,0.513148,,,"bm25,semantic",3
query_000012,TrailMaster Cycling,1,item_000187,RRF (k=60),0.016393,,1,,0.813719,,,semantic,0
query_000012,TrailMaster Cycling,2,item_000399,RRF (k=60),0.016129,,2,,0.813199,,,semantic,0
query_000012,TrailMaster Cycling,3,item_000025,RRF (k=60),0.015873,,3,,0.810969,,,semantic,0
query_000012,TrailMaster Cycling,4,item_000463,RRF (k=60),0.015625,,4,,0.810969,,,semantic,0
query_000012,TrailMaster Cycling,5,item_000237,RRF (k=60),0.015385,,5,,0.789493,,,semantic,0
