query_id,query_text,rank,item_id,bm25_score,relevance_grade
query_000011,affordable oils & fluids for everyday use,17,item_000186,8.483412,3
query_000011,affordable oils & fluids for everyday use,18,item_000192,8.483412,3
query_000011,affordable oils & fluids for everyday use,19,item_000268,8.483412,3
query_000011,affordable oils & fluids for everyday use,20,item_000278,8.483412,3
query_000013,ChefElite furniture review,1,item_000048,4.686266,2
query_000013,ChefElite furniture review,2,item_000061,4.686266,2
query_000013,ChefElite furniture review,3,item_000067,4.686266,2
query_000013,ChefElite furniture review,4,item_000069,4.686266,2
query_000013,ChefElite furniture review,5,item_000105,4.686266,2
query_000013,ChefElite furniture review,6,item_000151,4.686266,2
query_000013,ChefElite furniture review,7,item_000207,4.686266,2
query_000013,ChefElite furniture review,8,item_000221,4.686266,2
query_000013,ChefElite furniture review,9,item_000232,4.686266,2
query_000013,ChefElite furniture review,10,item_000270,4.686266,2
query_000013,ChefElite furniture review,11,item_000329,4.686266,2
query_000013,ChefElite furniture review,12,item_000349,4.686266,2
query_000013,ChefElite furniture review,13,item_000371,4.686266,2
query_000013,ChefElite furniture review,14,item_000397,4.686266,2
query_000013,ChefElite furniture review,15,item_000049,4.660626,2
query_000013,ChefElite furniture review,16,item_000055,4.660626,2
query_000013,ChefElite furniture review,17,item_000057,4.660626,2
query_000013,ChefElite furniture review,18,item_000065,4.660626,2
query_000013,ChefElite furniture review,19,item_000191,4.660626,2
query_000013,ChefElite furniture review,20,item_000199,4.660626,2
query_000014,affordable camping gear for everyday use,1,item_000005,5.657967,0
query_000014,affordable camping gear for everyday use,2,item_000487,5.657967,0
query_000014,affordable camping gear for everyday use,3,item_000065,5.528050,0
query_000014,affordable camping gear for everyday use,4,item_000405,5.528050,1
query_000014,affordable camping gear for everyday use,5,item_000304,5.286780,0
query_000014,affordable camping gear for everyday use,6,item_000029,5.174494,0
query_000014,affordable camping gear for everyday use,7,item_000318,5.174494,0
query_000014,affordable camping gear for everyday use,8,item_000082,4.964643,0
query_000014,affordable camping gear for everyday use,9,item_000177,4.964643,0
query_000014,affordable camping gear for everyday use,10,item_000361,4.964643,0
query_000014,affordable camping gear for everyday use,11,item_000102,4.359151,0
query_000014,affordable camping gear for everyday use,12,item_000117,4.359151,0
query_000014,affordable camping gear for everyday use,13,item_000217,4.359151,0
query_000014,affordable camping gear for everyday use,14,item_000228,4.359151,0
query_000014,affordable camping gear for everyday use,15,item_000299,4.359151,0
query_000014,affordable camping gear for everyday use,16,item_000310,4.359151,0
query_000014,affordable camping gear for everyday use,17,item_000344,4.359151,0
query_000014,affordable camping gear for everyday use,18,item_000121,4.325944,0
query_000014,affordable camping gear for everyday use,19,item_000337,4.325944,0
query_000014,affordable camping gear for everyday use,20,item_000015,4.229293,0
query_000015,AdventureZone Board Games,1,item_000028,3.686741,2
query_000015,AdventureZone Board Games,2,item_000120,3.686741,2
query_000015,AdventureZone Board Games,3,item_000141,3.686741,2
query_000015,AdventureZone Board Games,4,item_000163,3.686741,2
query_000015,AdventureZone Board Games,5,item_000285,3.686741,2
query_000015,AdventureZone Board Games,6,item_000315,3.686741,2
query_000015,AdventureZone Board Games,7,item_000390,3.686741,2
query_000015,AdventureZone Board Games,8,item_000427,3.686741,2
query_000015,AdventureZone Board Games,9,item_000448,3.686741,2
query_000015,AdventureZone Board Games,10,item_000454,3.686741,2
query_000015,AdventureZone Board Games,11,item_000021,3.655102,2
query_000015,AdventureZone Board Games,12,item_000059,3.655102,2
query_000015,AdventureZone Board Games,13,item_000124,3.655102,2
query_000015,AdventureZone Board Games,14,item_000222,3.655102,2
query_000015,AdventureZone Board Games,15,item_000227,3.655102,2
query_000015,AdventureZone Board Games,16,item_000245,3.655102,2
query_000015,AdventureZone Board Games,17,item_000248,3.655102,2
query_000015,AdventureZone Board Games,18,item_000300,3.655102,2
query_000015,AdventureZone Board Games,19,item_000370,3.655102,2
query_000015,AdventureZone Board Games,20,item_000392,3.655102,2
query_000018,best spices,1,item_000015,3.888706,2
query_000018,best spices,2,item_000025,3.888706,2
query_000018,best spices,3,item_000026,3.888706,2
query_000018,best spices,4,item_000040,3.888706,2
query_000018,best spices,5,item_000089,3.888706,2
query_000018,best spices,6,item_000126,3.888706,2
query_000018,best spices,7,item_000133,3.888706,2
query_000018,best spices,8,item_000138,3.888706,2
query_000018,best spices,9,item_000176,3.888706,2
query_000018,best spices,10,item_000187,3.888706,2
query_000018,best spices,11,item_000195,3.888706,2
query_000018,best spices,12,item_000204,3.888706,2
query_000018,best spices,13,item_000230,3.888706,2
query_000018,best spices,14,item_000335,3.888706,2
query_000018,best spices,15,item_000391,3.888706,2
query_000018,best spices,16,item_000399,3.888706,2
query_000018,best spices,17,item_000463,3.888706,2
query_000018,best spices,18,item_000013,3.853523,2
query_000018,best spices,19,item_000066,3.853523,2
query_000018,best spices,20,item_000092,3.853523,2
query_000019,best skincare,1,item_000006,4.765976,2
query_000019,best skincare,2,item_000098,4.765976,2
query_000019,best skincare,3,item_000123,4.765976,2
query_000019,best skincare,4,item_000144,4.765976,2
query_000019,best skincare,5,item_000160,4.765976,2
query_000019,best skincare,6,item_000182,4.765976,2
query_000019,best skincare,7,item_000218,4.765976,2
query_000019,best skincare,8,item_000226,4.765976,2
query_000019,best skincare,9,item_000236,4.765976,2
query_000019,best skincare,10,item_000273,4.765976,2
query_000019,best skincare,11,item_000279,4.765976,2
query_000019,best skincare,12,item_000293,4.765976,2
query_000019,best skincare,13,item_000305,4.765976,2
query_000019,best skincare,14,item_000333,4.765976,2
query_000019,best skincare,15,item_000443,4.765976,2
query_000019,best skincare,16,item_000485,4.765976,2
query_000019,best skincare,17,item_000497,4.765976,2
query_000019,best skincare,18,item_000500,4.765976,2
query_000019,best skincare,19,item_000009,4.698380,3
query_000019,best skincare,20,item_000173,4.698380,3
query_000020,affordable puzzles for everyday use,1,item_000005,5.657967,0
query_000020,affordable puzzles for everyday use,2,item_000487,5.657967,0
query_000020,affordable puzzles for everyday use,3,item_000065,5.528050,0
query_000020,affordable puzzles for everyday use,4,item_000405,5.528050,0
query_000020,affordable puzzles for everyday use,5,item_000304,5.286780,0
query_000020,affordable puzzles for everyday use,6,item_000029,5.174494,1
query_000020,affordable puzzles for everyday use,7,item_000318,5.174494,1
query_000020,affordable puzzles for everyday use,8,item_000082,4.964643,0
query_000020,affordable puzzles for everyday use,9,item_000177,4.964643,0
query_000020,affordable puzzles for everyday use,10,item_000361,4.964643,0
query_000020,affordable puzzles for everyday use,11,item_000102,4.359151,0
query_000020,affordable puzzles for everyday use,12,item_000117,4.359151,0
query_000020,affordable puzzles for everyday use,13,item_000217,4.359151,0
query_000020,affordable puzzles for everyday use,14,item_000228,4.359151,0
query_000020,affordable puzzles for everyday use,15,item_000299,4.359151,0
query_000020,affordable puzzles for everyday use,16,item_000310,4.359151,0
query_000020,affordable puzzles for everyday use,17,item_000344,4.359151,0
query_000020,affordable puzzles for everyday use,18,item_000121,4.325944,0
query_000020,affordable puzzles for everyday use,19,item_000337,4.325944,0
query_000020,affordable puzzles for everyday use,20,item_000015,4.229293,0
query_000022,affordable activewear for everyday use,1,item_000005,5.657967,2
query_000022,affordable activewear for everyday use,2,item_000487,5.657967,0
query_000022,affordable activewear for everyday use,3,item_000065,5.528050,0
query_000022,affordable activewear for everyday use,4,item_000405,5.528050,0
query_000022,affordable activewear for everyday use,5,item_000304,5.286780,0
query_000022,affordable activewear for everyday use,6,item_000029,5.174494,0
query_000022,affordable activewear for everyday use,7,item_000318,5.174494,0
query_000022,affordable activewear for everyday use,8,item_000082,4.964643,1
query_000022,affordable activewear for everyday use,9,item_000177,4.964643,1
query_000022,affordable activewear for everyday use,10,item_000361,4.964643,1
query_000022,affordable activewear for everyday use,11,item_000102,4.359151,0
query_000022,affordable activewear for everyday use,12,item_000117,4.359151,0
query_000022,affordable activewear for everyday use,13,item_000217,4.359151,0
query_000022,affordable activewear for everyday use,14,item_000228,4.359151,0
query_000022,affordable activewear for everyday use,15,item_000299,4.359151,0
query_000022,affordable activewear for everyday use,16,item_000310,4.359151,0
query_000022,affordable activewear for everyday use,17,item_000344,4.359151,0
query_000022,affordable activewear for everyday use,18,item_000121,4.325944,0
query_000022,affordable activewear for everyday use,19,item_000337,4.325944,0
query_000022,affordable activewear for everyday use,20,item_000015,4.229293,0
query_000024,NovaDigital smartphones review,1,item_000020,4.036109,2
query_000024,NovaDigital smartphones review,2,item_000102,4.036109,2
query_000024,NovaDigital smartphones review,3,item_000112,4.036109,2
query_000024,NovaDigital smartphones review,4,item_000209,4.036109,2
query_000024,NovaDigital smartphones review,5,item_000212,4.036109,2
query_000024,NovaDigital smartphones review,6,item_000223,4.036109,2
query_000024,NovaDigital smartphones review,7,item_000275,4.036109,2
query_000024,NovaDigital smartphones review,8,item_000299,4.036109,2
query_000024,NovaDigital smartphones review,9,item_000310,4.036109,2
query_000024,NovaDigital smartphones review,10,item_000323,4.036109,2
query_000024,NovaDigital smartphones review,11,item_000334,4.036109,2
query_000024,NovaDigital smartphones review,12,item_000343,4.036109,2
query_000024,NovaDigital smartphones review,13,item_000344,4.036109,2
query_000024,NovaDigital smartphones review,14,item_000346,4.036109,2
query_000024,NovaDigital smartphones review,15,item_000352,4.036109,2
query_000024,NovaDigital smartphones review,16,item_000355,4.036109,2
query_000024,NovaDigital smartphones review,17,item_000360,4.036109,2
query_000024,NovaDigital smartphones review,18,item_000362,4.036109,2
query_000024,NovaDigital smartphones review,19,item_000373,4.036109,2
query_000024,NovaDigital smartphones review,20,item_000385,4.036109,2
query_000027,best air quality,1,item_000037,7.262323,3
query_000027,best air quality,2,item_000042,7.262323,3
query_000027,best air quality,3,item_000078,7.262323,3
query_000027,best air quality,4,item_000084,7.262323,3
query_000027,best air quality,5,item_000097,7.262323,3
query_000027,best air quality,6,item_000119,7.262323,3
query_000027,best air quality,7,item_000140,7.262323,3
query_000027,best air quality,8,item_000154,7.262323,3
query_000027,best air quality,9,item_000164,7.262323,3
query_000027,best air quality,10,item_000260,7.262323,3
query_000027,best air quality,11,item_000286,7.262323,3
query_000027,best air quality,12,item_000298,7.262323,3
query_000027,best air quality,13,item_000327,7.262323,3
query_000027,best air quality,14,item_000368,7.262323,3
query_000027,best air quality,15,item_000376,7.262323,3
query_000027,best air quality,16,item_000401,7.262323,3
query_000027,best air quality,17,item_000411,7.262323,3
query_000027,best air quality,18,item_000423,7.262323,3
query_000027,best air quality,19,item_000428,7.262323,3
query_000027,best air quality,20,item_000434,7.262323,3
query_000038,HomeCraft bedding review,1,item_000048,4.812132,2
query_000038,HomeCraft bedding review,2,item_000061,4.812132,2
query_000038,HomeCraft bedding review,3,item_000067,4.812132,2
query_000038,HomeCraft bedding review,4,item_000069,4.812132,2
query_000038,HomeCraft bedding review,5,item_000105,4.812132,2
query_000038,HomeCraft bedding review,6,item_000151,4.812132,2
query_000038,HomeCraft bedding review,7,item_000207,4.812132,2
query_000038,HomeCraft bedding review,8,item_000221,4.812132,2
query_000038,HomeCraft bedding review,9,item_000232,4.812132,2
query_000038,HomeCraft bedding review,10,item_000270,4.812132,2
query_000038,HomeCraft bedding review,11,item_000329,4.812132,2
query_000038,HomeCraft bedding review,12,item_000349,4.812132,2
query_000038,HomeCraft bedding review,13,item_000371,4.812132,2
query_000038,HomeCraft bedding review,14,item_000397,4.812132,2
query_000038,HomeCraft bedding review,15,item_000027,4.765976,2
query_000038,HomeCraft bedding review,16,item_000047,4.765976,2
query_000038,HomeCraft bedding review,17,item_000052,4.765976,2
query_000038,HomeCraft bedding review,18,item_000070,4.765976,2
query_000038,HomeCraft bedding review,19,item_000111,4.765976,2
query_000038,HomeCraft bedding review,20,item_000131,4.765976,2
query_000041,best hair care,1,item_000009,3.785031,2
query_000041,best hair care,2,item_000051,3.785031,2
query_000041,best hair care,3,item_000068,3.785031,2
query_000041,best hair care,4,item_000087,3.785031,2
query_000041,best hair care,5,item_000148,3.785031,2
query_000041,best hair care,6,item_000159,3.785031,2
query_000041,best hair care,7,item_000173,3.785031,2
query_000041,best hair care,8,item_000193,3.785031,2
query_000041,best hair care,9,item_000213,3.785031,2
query_000041,best hair care,10,item_000215,3.785031,2
query_000041,best hair care,11,item_000234,3.785031,2
query_000041,best hair care,12,item_000243,3.785031,2
query_000041,best hair care,13,item_000257,3.785031,2
query_000041,best hair care,14,item_000290,3.785031,2
query_000041,best hair care,15,item_000403,3.785031,2
query_000041,best hair care,16,item_000451,3.785031,2
query_000041,best hair care,17,item_000476,3.785031,2
query_000041,best hair care,18,item_000006,3.349270,1
query_000041,best hair care,19,item_000098,3.349270,1
query_000041,best hair care,20,item_000123,3.349270,1
query_000042,PlayWorld board games review,1,item_000028,3.686741,1
query_000042,PlayWorld board games review,2,item_000120,3.686741,1
query_000042,PlayWorld board games review,3,item_000141,3.686741,1
query_000042,PlayWorld board games review,4,item_000163,3.686741,1
query_000042,PlayWorld board games review,5,item_000285,3.686741,1
query_000042,PlayWorld board games review,6,item_000315,3.686741,1
query_000042,PlayWorld board games review,7,item_000390,3.686741,1
query_000042,PlayWorld board games review,8,item_000427,3.686741,1
query_000042,PlayWorld board games review,9,item_000448,3.686741,1
query_000042,PlayWorld board games review,10,item_000454,3.686741,1
query_000042,PlayWorld board games review,11,item_000021,3.655102,1
query_000042,PlayWorld board games review,12,item_000059,3.655102,1
query_000042,PlayWorld board games review,13,item_000124,3.655102,1
query_000042,PlayWorld board games review,14,item_000222,3.655102,1
query_000042,PlayWorld board games review,15,item_000227,3.655102,1
query_000042,PlayWorld board games review,16,item_000245,3.655102,1
query_000042,PlayWorld board games review,17,item_000248,3.655102,1
query_000042,PlayWorld board games review,18,item_000300,3.655102,1
query_000042,PlayWorld board games review,19,item_000370,3.655102,1
query_000042,PlayWorld board games review,20,item_000392,3.655102,1
query_000044,BrainBoost Educational,1,item_000029,4.512491,2
query_000044,BrainBoost Educational,2,item_000032,4.512491,2
query_000044,BrainBoost Educational,3,item_000034,4.512491,2
query_000044,BrainBoost Educational,4,item_000044,4.512491,2
query_000044,BrainBoost Educational,5,item_000054,4.512491,2
query_000044,BrainBoost Educational,6,item_000074,4.512491,2
query_000044,BrainBoost Educational,7,item_000091,4.512491,2
query_000044,BrainBoost Educational,8,item_000106,4.512491,2
query_000044,BrainBoost Educational,9,item_000108,4.512491,2
query_000044,BrainBoost Educational,10,item_000115,4.512491,2
query_000044,BrainBoost Educational,11,item_000142,4.512491,2
query_000044,BrainBoost Educational,12,item_000145,4.512491,2
query_000044,BrainBoost Educational,13,item_000249,4.512491,2
query_000044,BrainBoost Educational,14,item_000302,4.512491,2
query_000044,BrainBoost Educational,15,item_000311,4.512491,2
query_000044,BrainBoost Educational,16,item_000318,4.512491,2
query_000044,BrainBoost Educational,17,item_000350,4.512491,2
query_000044,BrainBoost Educational,18,item_000365,4.512491,2
query_000044,BrainBoost Educational,19,item_000374,4.512491,2
query_000044,BrainBoost Educational,20,item_000375,4.512491,2
query_000045,affordable women's dresses for everyday use,1,item_000082,17.395783,3
query_000045,affordable women's dresses for everyday use,2,item_000177,17.395783,3
query_000045,affordable women's dresses for everyday use,3,item_000361,17.395783,3
query_000045,affordable women's dresses for everyday use,4,item_000094,16.497166,3
query_000045,affordable women's dresses for everyday use,5,item_000194,16.497166,3
query_000045,affordable women's dresses for everyday use,6,item_000202,16.497166,3
query_000045,affordable women's dresses for everyday use,7,item_000418,16.497166,3
query_000045,affordable women's dresses for everyday use,8,item_000382,15.829171,3
query_000045,affordable women's dresses for everyday use,9,item_000400,15.829171,3
query_000045,affordable women's dresses for everyday use,10,item_000161,13.802356,3
query_000045,affordable women's dresses for everyday use,11,item_000169,13.802356,3
query_000045,affordable women's dresses for everyday use,12,item_000291,13.802356,3
query_000045,affordable women's dresses for everyday use,13,item_000312,13.802356,3
query_000045,affordable women's dresses for everyday use,14,item_000384,13.802356,3
query_000045,affordable women's dresses for everyday use,15,item_000413,13.802356,3
query_000045,affordable women's dresses for everyday use,16,item_000498,13.802356,3
query_000045,affordable women's dresses for everyday use,17,item_000063,12.659110,2
query_000045,affordable women's dresses for everyday use,18,item_000080,12.659110,2
query_000045,affordable women's dresses for everyday use,19,item_000099,12.659110,2
query_000045,affordable women's dresses for everyday use,20,item_000107,12.659110,2
query_000048,SilkTouch Skincare,1,item_000006,4.765976,2
query_000048,SilkTouch Skincare,2,item_000098,4.765976,2
query_000048,SilkTouch Skincare,3,item_000123,4.765976,2
query_000048,SilkTouch Skincare,4,item_000144,4.765976,2
query_000048,SilkTouch Skincare,5,item_000160,4.765976,2
query_000048,SilkTouch Skincare,6,item_000182,4.765976,2
query_000048,SilkTouch Skincare,7,item_000218,4.765976,2
query_000048,SilkTouch Skincare,8,item_000226,4.765976,2
query_000048,SilkTouch Skincare,9,item_000236,4.765976,2
query_000048,SilkTouch Skincare,10,item_000273,4.765976,2
query_000048,SilkTouch Skincare,11,item_000279,4.765976,2
