request_id,session_id,user_id,query_id,query_text,rank,original_rank,item_id,original_fusion_score,normalized_retrieval_score,category_affinity,subcategory_affinity,brand_affinity,price_affinity,personalized_score,profile_status,is_cold_start,behavior_relevance_grade,qrels_relevance_grade
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,1,5,item_000405,0.832632,0.665845,1.000000,1.000000,1.000000,0.448392,0.732995,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,2,1,item_000487,0.866244,1.000000,0.000000,0.000000,0.000000,0.052360,0.703142,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,3,2,item_000005,0.849588,0.834414,0.000000,0.000000,0.000000,0.019411,0.585254,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,4,4,item_000065,0.835464,0.693999,0.000000,0.000000,0.000000,0.955991,0.543159,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,5,3,item_000121,0.837835,0.717571,0.000000,0.000000,0.000000,0.098231,0.508193,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,6,20,item_000214,0.765656,0.000000,1.000000,1.000000,1.000000,0.748842,0.284931,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,7,8,item_000228,0.802252,0.363821,0.000000,0.000000,0.000000,0.081905,0.259589,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,8,6,item_000117,0.802252,0.363821,0.000000,0.000000,0.000000,0.039765,0.257060,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,9,7,item_000217,0.802252,0.363821,0.000000,0.000000,0.000000,0.000418,0.254700,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,10,9,item_000344,0.801256,0.353919,0.000000,0.000000,0.000000,0.055706,0.251086,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,11,19,item_000062,0.765656,0.000000,1.000000,1.000000,1.000000,0.183264,0.250996,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,12,15,item_000417,0.781725,0.159751,0.000000,0.000000,0.000000,0.930644,0.167664,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,13,14,item_000231,0.781725,0.159751,0.000000,0.000000,0.000000,0.794835,0.159516,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,14,12,item_000310,0.784540,0.187736,0.000000,0.000000,0.000000,0.034480,0.133484,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,15,10,item_000102,0.784540,0.187736,0.000000,0.000000,0.000000,0.017473,0.132464,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,16,11,item_000299,0.784540,0.187736,0.000000,0.000000,0.000000,0.015803,0.132363,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,17,13,item_000183,0.781725,0.159751,0.000000,0.000000,0.000000,0.116127,0.118793,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,18,16,item_000304,0.768413,0.027409,0.000000,0.000000,0.000000,0.552629,0.052344,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,19,18,item_000230,0.765979,0.003211,0.000000,0.000000,0.000000,0.040852,0.004699,warm,true,0,0
req_000036,sess_000036,user_000004,query_000120,affordable puzzles for everyday use,20,17,item_000015,0.765979,0.003211,0.000000,0.000000,0.000000,0.034686,0.004329,warm,true,0,0
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,1,1,item_000026,0.982465,1.000000,0.287191,0.287191,0.287191,0.181153,0.779795,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,2,2,item_000301,0.973097,0.764765,0.287191,0.287191,0.287191,0.007168,0.604692,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,3,3,item_000335,0.969557,0.675874,0.287191,0.287191,0.287191,0.010265,0.542654,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,4,4,item_000478,0.969283,0.668994,0.287191,0.287191,0.287191,0.004453,0.537489,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,5,5,item_000272,0.968540,0.650336,0.287191,0.287191,0.287191,0.008130,0.524649,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,6,10,item_000264,0.962923,0.509291,0.287191,0.287191,0.287191,0.427118,0.451057,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,7,8,item_000479,0.963503,0.523855,0.287191,0.287191,0.287191,0.133457,0.443632,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,8,6,item_000066,0.963503,0.523855,0.287191,0.287191,0.287191,0.082006,0.440545,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,9,9,item_000013,0.962923,0.509291,0.287191,0.287191,0.287191,0.192956,0.437007,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,10,7,item_000185,0.963503,0.523855,0.287191,0.287191,0.287191,0.012776,0.436391,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,11,12,item_000463,0.961615,0.476446,0.287191,0.287191,0.287191,0.078805,0.407167,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,12,11,item_000025,0.961615,0.476446,0.287191,0.287191,0.287191,0.001735,0.402543,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,13,14,item_000089,0.955022,0.310893,0.287191,0.287191,0.287191,0.304640,0.304829,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,14,13,item_000187,0.955794,0.330278,0.287191,0.287191,0.287191,0.030343,0.301941,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,15,15,item_000092,0.953752,0.279003,0.287191,0.287191,0.287191,0.234943,0.278324,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,16,16,item_000282,0.953752,0.279003,0.287191,0.287191,0.287191,0.137772,0.272494,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,17,17,item_000280,0.949563,0.173815,0.287191,0.287191,0.287191,0.000962,0.190654,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,18,18,item_000399,0.943358,0.018004,0.287191,0.287191,0.287191,0.209752,0.094114,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,19,20,item_000274,0.942641,0.000000,0.287191,0.287191,0.287191,0.208184,0.081417,warm,false,0,2
req_000038,sess_000038,user_000064,query_000152,FarmFresh spices review,20,19,item_000237,0.942641,0.000000,0.287191,0.287191,0.287191,0.080742,0.073770,warm,false,0,2
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,1,2,item_000194,0.938677,1.000000,0.279162,0.279162,0.279162,0.947230,0.823833,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,2,4,item_000418,0.938677,1.000000,0.279162,0.279162,0.279162,0.331665,0.786899,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,3,1,item_000094,0.938677,1.000000,0.279162,0.279162,0.279162,0.169144,0.777147,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,4,3,item_000202,0.938677,1.000000,0.279162,0.279162,0.279162,0.145266,0.775715,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,5,6,item_000177,0.908162,0.930683,0.279162,0.279162,0.279162,0.568247,0.752572,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,6,8,item_000382,0.890849,0.891355,0.279162,0.279162,0.279162,0.989549,0.750320,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,7,7,item_000361,0.908162,0.930683,0.279162,0.279162,0.279162,0.432292,0.744414,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,8,5,item_000082,0.908162,0.930683,0.279162,0.279162,0.279162,0.178206,0.729169,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,9,9,item_000400,0.890849,0.891355,0.279162,0.279162,0.279162,0.332183,0.710878,warm,false,0,1
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,10,10,item_000121,0.540065,0.094523,0.168760,0.168760,0.168760,0.563902,0.140502,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,11,13,item_000405,0.533474,0.079551,0.057918,0.057918,0.057918,0.388498,0.092896,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,12,14,item_000487,0.518791,0.046197,0.168760,0.168760,0.168760,0.300574,0.090875,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,13,12,item_000214,0.537065,0.087708,0.057918,0.057918,0.057918,0.232625,0.089253,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,14,18,item_000228,0.510366,0.027059,0.168760,0.168760,0.168760,0.470177,0.087654,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,15,11,item_000062,0.537065,0.087708,0.057918,0.057918,0.057918,0.031925,0.077211,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,16,16,item_000117,0.510366,0.027059,0.168760,0.168760,0.168760,0.228273,0.073140,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,17,17,item_000217,0.510366,0.027059,0.168760,0.168760,0.168760,0.002399,0.059588,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,18,15,item_000394,0.513792,0.034841,0.057918,0.057918,0.057918,0.015858,0.039241,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,19,19,item_000344,0.505429,0.015844,0.000000,0.000000,0.000000,0.009704,0.011673,warm,false,0,0
req_000043,sess_000043,user_000016,query_000098,affordable men's shirts for everyday use,20,20,item_000005,0.498454,0.000000,0.000000,0.000000,0.000000,0.003381,0.000203,warm,false,0,2
req_000056,sess_000056,user_000034,query_000087,best men's shirts,1,2,item_000330,1.000000,1.000000,0.098842,0.098842,0.098842,0.066479,0.727711,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,2,1,item_000250,1.000000,1.000000,0.098842,0.098842,0.098842,0.019402,0.724886,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,3,3,item_000149,0.993417,0.825343,0.098842,0.098842,0.098842,0.372024,0.623783,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,4,4,item_000292,0.987909,0.679207,0.098842,0.098842,0.098842,0.057439,0.502613,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,5,5,item_000206,0.987747,0.674909,0.098842,0.098842,0.098842,0.087386,0.501402,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,6,6,item_000281,0.986772,0.649041,0.098842,0.098842,0.098842,0.163157,0.487840,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,7,7,item_000490,0.976357,0.372715,0.098842,0.098842,0.098842,0.091644,0.290121,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,8,9,item_000467,0.973900,0.307527,0.098842,0.098842,0.098842,0.035875,0.241143,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,9,8,item_000396,0.973900,0.307527,0.098842,0.098842,0.098842,0.030824,0.240840,warm,false,1,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,10,12,item_000378,0.966650,0.115173,0.098842,0.098842,0.098842,0.183925,0.115379,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,11,10,item_000063,0.966966,0.123557,0.098842,0.098842,0.098842,0.039442,0.112579,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,12,11,item_000263,0.966650,0.115173,0.098842,0.098842,0.098842,0.017236,0.105377,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,13,13,item_000326,0.965535,0.085591,0.098842,0.098842,0.098842,0.191013,0.095096,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,14,20,item_000433,0.962309,0.000000,0.098842,0.098842,0.098842,0.426091,0.049287,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,15,15,item_000412,0.962998,0.018280,0.098842,0.098842,0.098842,0.020514,0.037749,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,16,14,item_000254,0.962998,0.018280,0.098842,0.098842,0.098842,0.017548,0.037571,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,17,18,item_000225,0.962309,0.000000,0.098842,0.098842,0.098842,0.073693,0.028144,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,18,19,item_000388,0.962309,0.000000,0.098842,0.098842,0.098842,0.070098,0.027928,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,19,17,item_000107,0.962309,0.000000,0.098842,0.098842,0.098842,0.051082,0.026787,warm,false,0,1
req_000056,sess_000056,user_000034,query_000087,best men's shirts,20,16,item_000099,0.962309,0.000000,0.098842,0.098842,0.098842,0.047242,0.026556,warm,false,0,1
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,1,1,item_000487,0.865546,1.000000,0.000000,0.000000,0.000000,0.444409,0.726665,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,2,4,item_000065,0.834145,0.671589,0.489505,0.489505,0.489505,0.123243,0.594988,warm,false,0,1
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,3,3,item_000121,0.837835,0.710181,0.000000,0.000000,0.000000,0.833751,0.547152,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,4,2,item_000005,0.840083,0.733692,0.000000,0.000000,0.000000,0.002287,0.513722,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,5,5,item_000405,0.831447,0.643372,0.000000,0.000000,0.000000,0.262758,0.466126,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,6,8,item_000228,0.801808,0.333389,0.000000,0.000000,0.000000,0.695175,0.275083,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,7,6,item_000117,0.801808,0.333389,0.000000,0.000000,0.000000,0.337510,0.253623,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,8,7,item_000217,0.801808,0.333389,0.000000,0.000000,0.000000,0.003547,0.233585,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,9,15,item_000231,0.780795,0.113622,0.489505,0.489505,0.489505,0.148230,0.205911,warm,false,0,2
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,10,16,item_000417,0.780795,0.113622,0.489505,0.489505,0.489505,0.126599,0.204613,warm,false,0,2
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,11,11,item_000318,0.793276,0.244156,0.000000,0.000000,0.000000,0.489485,0.200278,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,12,14,item_000183,0.780795,0.113622,0.489505,0.489505,0.489505,0.013682,0.197838,warm,false,0,2
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,13,9,item_000344,0.795668,0.269173,0.000000,0.000000,0.000000,0.006563,0.188815,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,14,10,item_000029,0.793276,0.244156,0.000000,0.000000,0.000000,0.056413,0.174294,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,15,13,item_000497,0.783638,0.143356,0.000000,0.000000,0.000000,0.301855,0.118461,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,16,12,item_000160,0.783638,0.143356,0.000000,0.000000,0.000000,0.082880,0.105322,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,17,19,item_000310,0.775796,0.061340,0.000000,0.000000,0.000000,0.004062,0.043182,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,18,17,item_000102,0.775796,0.061340,0.000000,0.000000,0.000000,0.002059,0.043061,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,19,18,item_000299,0.775796,0.061340,0.000000,0.000000,0.000000,0.001862,0.043050,warm,false,0,0
req_000062,sess_000062,user_000042,query_000160,affordable furniture for everyday use,20,20,item_000044,0.769931,0.000000,0.000000,0.000000,0.000000,0.469180,0.028151,warm,false,0,0
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,1,1,item_000014,0.744522,1.000000,0.126197,0.126197,0.126197,0.690077,0.771692,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,2,2,item_000265,0.744522,1.000000,0.126197,0.126197,0.126197,0.447046,0.757110,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,3,3,item_000022,0.727643,0.911525,0.126197,0.126197,0.126197,0.426150,0.693924,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,4,5,item_000166,0.700545,0.769485,0.126197,0.126197,0.126197,0.910061,0.623530,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,5,4,item_000004,0.703125,0.783008,0.126197,0.126197,0.126197,0.387404,0.601637,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,6,8,item_000175,0.694648,0.738574,0.126197,0.126197,0.126197,0.778883,0.594022,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,7,7,item_000114,0.694813,0.739439,0.126197,0.126197,0.126197,0.430102,0.573701,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,8,6,item_000122,0.695782,0.744518,0.126197,0.126197,0.126197,0.276983,0.568069,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,9,12,item_000242,0.679508,0.659215,0.126197,0.126197,0.126197,0.817293,0.540775,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,10,11,item_000174,0.679508,0.659215,0.126197,0.126197,0.126197,0.696023,0.533499,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,11,9,item_000017,0.682747,0.676193,0.126197,0.126197,0.126197,0.397645,0.527481,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,12,13,item_000170,0.679371,0.658497,0.126197,0.126197,0.126197,0.586732,0.526439,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,13,14,item_000383,0.670588,0.612459,0.126197,0.126197,0.126197,0.879473,0.511777,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,14,10,item_000118,0.682747,0.676193,0.126197,0.126197,0.126197,0.046223,0.506395,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,15,15,item_000127,0.665527,0.585930,0.126197,0.126197,0.126197,0.577652,0.475097,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,16,16,item_000121,0.661801,0.566400,0.126197,0.126197,0.126197,0.526280,0.458344,warm,false,0,1
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,17,17,item_000149,0.587632,0.177626,0.000000,0.000000,0.000000,0.813741,0.173163,warm,false,0,0
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,18,18,item_000490,0.577076,0.122295,0.000000,0.000000,0.000000,0.041898,0.088120,warm,false,0,0
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,19,20,item_000330,0.553745,0.000000,0.000000,0.000000,0.000000,0.145413,0.008725,warm,false,0,0
req_000065,sess_000065,user_000013,query_000073,PenPoint Press children's books review,20,19,item_000250,0.553745,0.000000,0.000000,0.000000,0.000000,0.042438,0.002546,warm,false,0,0
req_000072,sess_000072,user_000056,query_000069,EcoFresh air quality review,1,1,item_000119,1.000000,1.000000,0.116103,0.116103,0.116103,0.171262,0.738141,warm,false,0,3
req_000072,sess_000072,user_000056,query_000069,EcoFresh air quality review,2,2,item_000428,0.993593,0.820452,0.116103,0.116103,0.116103,0.057619,0.605638,warm,false,0,3
req_000072,sess_000072,user_000056,query_000069,EcoFresh air quality review,3,3,item_000260,0.992965,0.802853,0.116103,0.116103,0.116103,0.015241,0.590776,warm,false,0,3
req_000072,sess_000072,user_000056,query_000069,EcoFresh air quality review,4,4,item_000298,0.979269,0.419039,0.116103,0.116103,0.116103,0.062364,0.324934,warm,false,2,3
