query_id,query_text,bm25_result_count,semantic_result_count,candidate_union_count,candidate_intersection_count,result_count,precision_at_5,recall_at_5,mrr_at_5,ndcg_at_5,precision_at_10,recall_at_10,mrr_at_10,ndcg_at_10,precision_at_20,recall_at_20,mrr_at_20,ndcg_at_20
query_000042,PlayWorld board games review,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000043,CleanShield paper goods review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000044,BrainBoost Educational,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000045,affordable women's dresses for everyday use,100,100,107,93,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000046,MechPro tools & equipment review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000047,FarmFresh baking review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000048,SilkTouch Skincare,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.49365591602586256
query_000049,RadianceCo Skincare,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.49365591602586256
query_000050,affordable headphones for everyday use,100,100,142,58,20,1.0,0.09803921568627451,1.0,0.5958337834156117,0.6,0.11764705882352941,1.0,0.5050258025096245,0.3,0.11764705882352941,1.0,0.36554957954514566
query_000051,best smartphones,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000052,AtlasBooks Non-Fiction,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.5226523028971198
query_000053,ModernSpace Storage,0,100,100,0,20,0.2,0.02,0.2,0.04373502583744727,0.1,0.02,0.2,0.028381039213873666,0.1,0.04,0.2,0.031111075412456262
query_000054,affordable spices for everyday use,100,100,103,97,20,1.0,0.1,1.0,0.5254743443638903,1.0,0.2,1.0,0.4914547903708801,0.85,0.34,1.0,0.4349165211878619
query_000055,PlayWorld Puzzles,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000056,affordable wearables for everyday use,100,100,130,70,20,0.2,0.0196078431372549,0.5,0.12750024571574825,0.1,0.0196078431372549,0.5,0.09641996365784912,0.25,0.09803921568627451,0.5,0.17784510737625014
query_000057,affordable cameras for everyday use,100,100,126,74,20,0.2,0.0196078431372549,0.5,0.12750024571574825,0.2,0.0392156862745098,0.5,0.14242397769830634,0.25,0.09803921568627451,0.5,0.1843333281182111
query_000058,best men's shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000059,affordable action figures for everyday use,100,100,108,92,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9815209764866745
query_000060,RoadMaster Tools & Equipment,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000061,affordable yoga for everyday use,100,100,104,96,20,1.0,0.1,1.0,0.9250256699929476,1.0,0.2,1.0,0.7507362615372718,0.9,0.36,1.0,0.7056253470102835
query_000062,best lighting,0,100,100,0,20,1.0,0.1,1.0,0.7442890884191097,1.0,0.2,1.0,0.7474777742160431,1.0,0.4,1.0,0.8154715399530582
query_000063,CleanShield Cleaning,0,100,100,0,20,0.0,0.0,0.0,0.0,0.1,0.02,0.125,0.023143740645592423,0.05,0.02,0.125,0.015987564823514794
query_000064,KidGenius puzzles review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000065,OrganicRoots Spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000066,affordable tools & equipment for everyday use,100,100,126,74,20,0.0,0.0,0.0,0.0,0.1,0.02,0.125,0.09790182639441025,0.05,0.02,0.125,0.07780623243885247
query_000067,best comics,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000068,affordable baking for everyday use,100,100,128,72,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000069,EcoFresh air quality review,100,100,116,84,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000070,ZenYoga Swimming,0,100,100,0,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.44735141175290116
query_000071,best wearables,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000072,best action figures,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.44705045208475414
query_000073,PenPoint Press children's books review,100,100,100,100,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,0.8,0.3137254901960784,1.0,0.6754222642705268
query_000074,affordable non-fiction for everyday use,100,100,146,54,20,0.0,0.0,0.0,0.0,0.2,0.0392156862745098,0.16666666666666666,0.20725833098416258,0.3,0.11764705882352941,0.16666666666666666,0.2621012108236882
query_000075,affordable action figures for everyday use,100,100,108,92,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,0.9815209764866745
query_000076,affordable tools & equipment for everyday use,100,100,126,74,20,0.0,0.0,0.0,0.0,0.1,0.02,0.125,0.09790182639441025,0.05,0.02,0.125,0.07780623243885247
query_000077,best vitamins,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000078,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000079,FarmFresh Spices,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4366401114579206
query_000080,SilkTouch Fragrance,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000081,best jackets,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000082,BrainBoost action figures review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000083,EleganceWear jackets review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000084,StoryWeave Textbooks,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000085,best furniture,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000086,affordable lighting for everyday use,100,100,121,79,20,0.2,0.02,1.0,0.11305340175787205,0.4,0.08,1.0,0.29455733511417276,0.2,0.08,1.0,0.19009768633206034
query_000087,best men's shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000088,best fragrance,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000089,ApexVision Smartphones,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.46292724659803963,1.0,0.4,1.0,0.5718423645985699
query_000090,best first aid,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000091,affordable educational for everyday use,100,100,140,60,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.05555555555555555,0.0221008206507635
query_000092,WellnessPlus Vitamins,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000093,BrightMinds Children's Books,100,100,100,100,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,0.8,0.3137254901960784,1.0,0.6754222642705268
query_000094,affordable board games for everyday use,100,100,107,93,20,1.0,0.1,1.0,0.8151510484299679,0.8,0.16,1.0,0.6027083916626695,0.4,0.16,1.0,0.38896831662189346
query_000095,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000096,affordable board games for everyday use,100,100,107,93,20,1.0,0.1,1.0,0.8151510484299679,0.8,0.16,1.0,0.6027083916626695,0.4,0.16,1.0,0.38896831662189346
query_000097,VitaLife paper goods review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000098,affordable men's shirts for everyday use,100,100,109,91,20,1.0,0.09803921568627451,1.0,0.5958337834156117,0.9,0.17647058823529413,1.0,0.6501804739518687,0.5,0.19607843137254902,1.0,0.5461679951597582
query_000099,affordable men's shirts for everyday use,100,100,109,91,20,1.0,0.09803921568627451,1.0,0.5958337834156117,0.9,0.17647058823529413,1.0,0.6501804739518687,0.5,0.19607843137254902,1.0,0.5461679951597582
query_000100,best cycling,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000101,best jackets,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000102,CoreWave Wearables,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000103,best furniture,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000104,affordable storage for everyday use,100,100,118,82,20,0.2,0.02,0.25,0.04868944994756882,0.2,0.04,0.25,0.09521690965546863,0.2,0.08,0.25,0.13945558973409816
query_000105,best air quality,100,100,114,86,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000106,affordable electronics for everyday use,100,100,105,95,20,0.2,0.0196078431372549,0.5,0.38250073714724464,0.1,0.0196078431372549,0.5,0.2892598909735473,0.05,0.0196078431372549,0.5,0.20937312707431374
query_000107,BrightHome furniture review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000108,affordable cleaning for everyday use,100,100,122,78,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000109,best women's dresses,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000110,QuantumTech smartphones review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000111,best cleaning,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000112,affordable wearables for everyday use,100,100,130,70,20,0.2,0.0196078431372549,0.5,0.12750024571574825,0.1,0.0196078431372549,0.5,0.09641996365784912,0.25,0.09803921568627451,0.5,0.17784510737625014
query_000113,best comics,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000114,RadianceCo bath & body review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000115,FunCraft Outdoor Toys,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000116,NovaDigital headphones review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000117,best car accessories,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000118,VitaLife cleaning review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.1,0.0196078431372549,0.1,0.04417547261095612,0.05,0.0196078431372549,0.1,0.03197524831186296
query_000119,PureBloom Bath & Body,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000120,affordable puzzles for everyday use,100,100,121,79,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000121,ApexVision wearables review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000122,best swimming,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000123,TrailBlaze Women's Dresses,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.4285714285714286
query_000124,best electronics,50,100,100,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000125,PenPoint Press fiction review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000126,PlayWorld Outdoor Toys,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000127,WellnessPlus vitamins review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000128,RoadMaster Electronics,50,100,100,50,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000129,AutoGuard tools & equipment review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000130,ChefElite storage review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000131,best board games,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000132,KidGenius Action Figures,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.44705045208475414
query_000133,affordable headphones for everyday use,100,100,142,58,20,1.0,0.09803921568627451,1.0,0.5958337834156117,0.6,0.11764705882352941,1.0,0.5050258025096245,0.3,0.11764705882352941,1.0,0.36554957954514566
query_000134,PureBite Snacks,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000135,best comics,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000136,best car accessories,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000137,PenPoint Press Comics,50,100,100,50,20,1.0,0.1,1.0,0.4285714285714285,1.0,0.2,1.0,0.4285714285714286,1.0,0.4,1.0,0.5770121181944176
query_000138,RoadMaster Oils & Fluids,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000139,AutoGuard tires review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000140,best jackets,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000141,UrbanStitch jackets review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000142,best fitness equipment,0,100,100,0,20,1.0,0.1,1.0,0.5181822849033656,1.0,0.2,1.0,0.5518406486177496,0.95,0.38,1.0,0.46251415004806623
query_000143,affordable air quality for everyday use,100,100,102,98,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000144,QuantumTech wearables review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000145,best makeup,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000146,best paper goods,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000147,affordable educational for everyday use,100,100,140,60,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.05555555555555555,0.0221008206507635
query_000148,RoadMaster tires review,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000149,best snacks,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000150,affordable hair care for everyday use,100,100,105,95,20,1.0,0.1,1.0,0.8151510484299679,0.5,0.1,1.0,0.5289772539910653,0.25,0.1,1.0,0.36541448799710774
query_000151,affordable outdoor toys for everyday use,100,100,126,74,20,1.0,0.1,1.0,0.8151510484299679,0.8,0.16,1.0,0.6027083916626695,0.4,0.16,1.0,0.38896831662189346
query_000152,FarmFresh spices review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000153,affordable vitamins for everyday use,100,100,118,82,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000154,affordable baking for everyday use,100,100,128,72,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000155,BrightMinds Fiction,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000156,best men's shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000157,best fiction,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000158,EcoFresh cleaning review,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000159,CozyNest lighting review,0,100,100,0,20,0.6,0.058823529411764705,1.0,0.40775977174545963,0.5,0.09803921568627451,1.0,0.40697339729632553,0.75,0.29411764705882354,1.0,0.5707533670553733
query_000160,affordable furniture for everyday use,100,100,128,72,20,0.2,0.02,0.25,0.04868944994756882,0.1,0.02,0.25,0.031596121456516926,0.2,0.08,0.25,0.12700757572183236
query_000161,GlowLab Hair Care,50,100,100,50,20,1.0,0.1,1.0,1.0,1.0,0.2,1.0,1.0,1.0,0.4,1.0,1.0
query_000162,NeonFit Men's Shirts,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000163,best bath & body,0,100,100,0,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
query_000164,ApexVision headphones review,0,100,100,0,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000165,FunCraft outdoor toys review,50,100,100,50,20,1.0,0.09803921568627451,1.0,0.5958337834156117,1.0,0.19607843137254902,1.0,0.694355946562825,1.0,0.39215686274509803,1.0,0.7787676299523248
query_000166,affordable educational for everyday use,100,100,140,60,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.04,0.05555555555555555,0.0221008206507635
