query_id,query_text,rank,item_id,fusion_method,fusion_score,bm25_rank,semantic_rank,bm25_score,semantic_score,bm25_normalized_score,semantic_normalized_score,sources,relevance_grade
query_000004,BrainBoost Outdoor Toys,7,item_000285,"Linear (0.5/0.5, min-max)",0.986841,5,12,8.175453,0.815959,1.000000,0.973682,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,8,item_000315,"Linear (0.5/0.5, min-max)",0.986841,6,13,8.175453,0.815959,1.000000,0.973682,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,9,item_000427,"Linear (0.5/0.5, min-max)",0.970671,8,28,8.175453,0.793732,1.000000,0.941342,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,10,item_000454,"Linear (0.5/0.5, min-max)",0.970671,10,29,8.175453,0.793732,1.000000,0.941342,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,11,item_000494,"Linear (0.5/0.5, min-max)",0.937257,22,6,8.120285,0.823602,0.889713,0.984802,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,12,item_000370,"Linear (0.5/0.5, min-max)",0.935840,19,7,8.120285,0.821653,0.889713,0.981967,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,13,item_000456,"Linear (0.5/0.5, min-max)",0.935840,21,8,8.120285,0.821653,0.889713,0.981967,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,14,item_000245,"Linear (0.5/0.5, min-max)",0.934553,16,9,8.120285,0.819885,0.889713,0.979393,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,15,item_000248,"Linear (0.5/0.5, min-max)",0.931559,17,14,8.120285,0.815768,0.889713,0.973404,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,16,item_000021,"Linear (0.5/0.5, min-max)",0.930317,11,16,8.120285,0.814062,0.889713,0.970921,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,17,item_000222,"Linear (0.5/0.5, min-max)",0.930317,14,17,8.120285,0.814062,0.889713,0.970921,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,18,item_000300,"Linear (0.5/0.5, min-max)",0.930317,18,18,8.120285,0.814062,0.889713,0.970921,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,19,item_000392,"Linear (0.5/0.5, min-max)",0.930138,20,19,8.120285,0.813815,0.889713,0.970563,"bm25,semantic",3
query_000004,BrainBoost Outdoor Toys,20,item_000059,"Linear (0.5/0.5, min-max)",0.905904,12,35,8.120285,0.780504,0.889713,0.922095,"bm25,semantic",3
query_000005,affordable cameras for everyday use,1,item_000487,"Linear (0.5/0.5, min-max)",0.865966,2,41,5.657967,0.344509,1.000000,0.731931,"bm25,semantic",0
query_000005,affordable cameras for everyday use,2,item_000005,"Linear (0.5/0.5, min-max)",0.841082,1,44,5.657967,0.326556,1.000000,0.682163,"bm25,semantic",1
query_000005,affordable cameras for everyday use,3,item_000121,"Linear (0.5/0.5, min-max)",0.837835,18,1,4.325944,0.441209,0.675670,1.000000,"bm25,semantic",0
query_000005,affordable cameras for everyday use,4,item_000065,"Linear (0.5/0.5, min-max)",0.834906,3,42,5.528050,0.333512,0.968367,0.701445,"bm25,semantic",0
query_000005,affordable cameras for everyday use,5,item_000405,"Linear (0.5/0.5, min-max)",0.832071,4,43,5.528050,0.331466,0.968367,0.695774,"bm25,semantic",0
query_000005,affordable cameras for everyday use,6,item_000117,"Linear (0.5/0.5, min-max)",0.802011,12,2,4.359151,0.412446,0.683756,0.920266,"bm25,semantic",0
query_000005,affordable cameras for everyday use,7,item_000217,"Linear (0.5/0.5, min-max)",0.802011,13,3,4.359151,0.412446,0.683756,0.920266,"bm25,semantic",0
query_000005,affordable cameras for everyday use,8,item_000228,"Linear (0.5/0.5, min-max)",0.802011,14,4,4.359151,0.412446,0.683756,0.920266,"bm25,semantic",0
query_000005,affordable cameras for everyday use,9,item_000344,"Linear (0.5/0.5, min-max)",0.796035,17,8,4.359151,0.408135,0.683756,0.908314,"bm25,semantic",1
query_000005,affordable cameras for everyday use,10,item_000183,"Linear (0.5/0.5, min-max)",0.781692,23,5,4.229293,0.409193,0.652137,0.911247,"bm25,semantic",0
query_000005,affordable cameras for everyday use,11,item_000231,"Linear (0.5/0.5, min-max)",0.781692,26,6,4.229293,0.409193,0.652137,0.911247,"bm25,semantic",0
query_000005,affordable cameras for everyday use,12,item_000417,"Linear (0.5/0.5, min-max)",0.781692,28,7,4.229293,0.409193,0.652137,0.911247,"bm25,semantic",0
query_000005,affordable cameras for everyday use,13,item_000160,"Linear (0.5/0.5, min-max)",0.778948,22,9,4.229293,0.407213,0.652137,0.905758,"bm25,semantic",0
query_000005,affordable cameras for everyday use,14,item_000497,"Linear (0.5/0.5, min-max)",0.778948,29,10,4.229293,0.407213,0.652137,0.905758,"bm25,semantic",0
query_000005,affordable cameras for everyday use,15,item_000102,"Linear (0.5/0.5, min-max)",0.776745,11,13,4.359151,0.394218,0.683756,0.869734,"bm25,semantic",1
query_000005,affordable cameras for everyday use,16,item_000299,"Linear (0.5/0.5, min-max)",0.776745,15,14,4.359151,0.394218,0.683756,0.869734,"bm25,semantic",1
query_000005,affordable cameras for everyday use,17,item_000310,"Linear (0.5/0.5, min-max)",0.776745,16,15,4.359151,0.394218,0.683756,0.869734,"bm25,semantic",1
query_000005,affordable cameras for everyday use,18,item_000304,"Linear (0.5/0.5, min-max)",0.767587,5,47,5.286780,0.306135,0.909621,0.625552,"bm25,semantic",0
query_000005,affordable cameras for everyday use,19,item_000062,"Linear (0.5/0.5, min-max)",0.765336,21,11,4.229293,0.397393,0.652137,0.878534,"bm25,semantic",0
query_000005,affordable cameras for everyday use,20,item_000214,"Linear (0.5/0.5, min-max)",0.765336,24,12,4.229293,0.397393,0.652137,0.878534,"bm25,semantic",0
query_000006,PureBloom skincare review,1,item_000279,"Linear (0.5/0.5, min-max)",1.000000,11,1,4.765976,0.858425,1.000000,1.000000,"bm25,semantic",2
query_000006,PureBloom skincare review,2,item_000006,"Linear (0.5/0.5, min-max)",0.998145,1,2,4.765976,0.855362,1.000000,0.996289,"bm25,semantic",2
query_000006,PureBloom skincare review,3,item_000144,"Linear (0.5/0.5, min-max)",0.993231,4,3,4.765976,0.847248,1.000000,0.986462,"bm25,semantic",2
query_000006,PureBloom skincare review,4,item_000500,"Linear (0.5/0.5, min-max)",0.993231,18,4,4.765976,0.847248,1.000000,0.986462,"bm25,semantic",2
query_000006,PureBloom skincare review,5,item_000123,"Linear (0.5/0.5, min-max)",0.985863,3,5,4.765976,0.835080,1.000000,0.971725,"bm25,semantic",2
query_000006,PureBloom skincare review,6,item_000333,"Linear (0.5/0.5, min-max)",0.985863,14,6,4.765976,0.835080,1.000000,0.971725,"bm25,semantic",2
query_000006,PureBloom skincare review,7,item_000273,"Linear (0.5/0.5, min-max)",0.982942,10,7,4.765976,0.830257,1.000000,0.965884,"bm25,semantic",2
query_000006,PureBloom skincare review,8,item_000305,"Linear (0.5/0.5, min-max)",0.979489,13,8,4.765976,0.824555,1.000000,0.958977,"bm25,semantic",2
query_000006,PureBloom skincare review,9,item_000485,"Linear (0.5/0.5, min-max)",0.979208,16,9,4.765976,0.824091,1.000000,0.958416,"bm25,semantic",2
query_000006,PureBloom skincare review,10,item_000182,"Linear (0.5/0.5, min-max)",0.978685,6,10,4.765976,0.823228,1.000000,0.957370,"bm25,semantic",2
query_000006,PureBloom skincare review,11,item_000236,"Linear (0.5/0.5, min-max)",0.978685,9,11,4.765976,0.823228,1.000000,0.957370,"bm25,semantic",2
query_000006,PureBloom skincare review,12,item_000443,"Linear (0.5/0.5, min-max)",0.978685,15,12,4.765976,0.823228,1.000000,0.957370,"bm25,semantic",2
query_000006,PureBloom skincare review,13,item_000226,"Linear (0.5/0.5, min-max)",0.975010,8,16,4.765976,0.817159,1.000000,0.950020,"bm25,semantic",2
query_000006,PureBloom skincare review,14,item_000098,"Linear (0.5/0.5, min-max)",0.974895,2,17,4.765976,0.816969,1.000000,0.949790,"bm25,semantic",2
query_000006,PureBloom skincare review,15,item_000293,"Linear (0.5/0.5, min-max)",0.974895,12,18,4.765976,0.816969,1.000000,0.949790,"bm25,semantic",2
query_000006,PureBloom skincare review,16,item_000160,"Linear (0.5/0.5, min-max)",0.970132,5,26,4.765976,0.809104,1.000000,0.940264,"bm25,semantic",2
query_000006,PureBloom skincare review,17,item_000497,"Linear (0.5/0.5, min-max)",0.970132,17,27,4.765976,0.809104,1.000000,0.940264,"bm25,semantic",2
query_000006,PureBloom skincare review,18,item_000218,"Linear (0.5/0.5, min-max)",0.962677,7,34,4.765976,0.796793,1.000000,0.925354,"bm25,semantic",2
query_000006,PureBloom skincare review,19,item_000009,"Linear (0.5/0.5, min-max)",0.799613,19,32,4.698380,0.799554,0.670527,0.928698,"bm25,semantic",2
query_000006,PureBloom skincare review,20,item_000234,"Linear (0.5/0.5, min-max)",0.797162,22,35,4.698380,0.795508,0.670527,0.923797,"bm25,semantic",2
query_000007,PureBite Baking,1,item_000397,"Linear (0.5/0.5, min-max)",0.500000,,1,,0.842315,,1.000000,semantic,0
query_000007,PureBite Baking,2,item_000221,"Linear (0.5/0.5, min-max)",0.488236,,2,,0.826848,,0.976472,semantic,0
query_000007,PureBite Baking,3,item_000061,"Linear (0.5/0.5, min-max)",0.483907,,3,,0.821156,,0.967814,semantic,0
query_000007,PureBite Baking,4,item_000232,"Linear (0.5/0.5, min-max)",0.473481,,4,,0.807447,,0.946961,semantic,0
query_000007,PureBite Baking,5,item_000329,"Linear (0.5/0.5, min-max)",0.456181,,5,,0.784701,,0.912362,semantic,0
query_000007,PureBite Baking,6,item_000371,"Linear (0.5/0.5, min-max)",0.456181,,6,,0.784701,,0.912362,semantic,0
query_000007,PureBite Baking,7,item_000349,"Linear (0.5/0.5, min-max)",0.450438,,7,,0.777151,,0.900876,semantic,0
query_000007,PureBite Baking,8,item_000048,"Linear (0.5/0.5, min-max)",0.440748,,8,,0.764410,,0.881495,semantic,0
query_000007,PureBite Baking,9,item_000172,"Linear (0.5/0.5, min-max)",0.439464,,9,,0.762722,,0.878927,semantic,0
query_000007,PureBite Baking,10,item_000067,"Linear (0.5/0.5, min-max)",0.439295,,10,,0.762500,,0.878590,semantic,0
query_000007,PureBite Baking,11,item_000270,"Linear (0.5/0.5, min-max)",0.439295,,11,,0.762500,,0.878590,semantic,0
query_000007,PureBite Baking,12,item_000151,"Linear (0.5/0.5, min-max)",0.438872,,12,,0.761944,,0.877744,semantic,0
query_000007,PureBite Baking,13,item_000207,"Linear (0.5/0.5, min-max)",0.434842,,13,,0.756644,,0.869683,semantic,0
query_000007,PureBite Baking,14,item_000153,"Linear (0.5/0.5, min-max)",0.434798,,14,,0.756588,,0.869597,semantic,0
query_000007,PureBite Baking,15,item_000069,"Linear (0.5/0.5, min-max)",0.434424,,15,,0.756096,,0.868848,semantic,0
query_000007,PureBite Baking,16,item_000105,"Linear (0.5/0.5, min-max)",0.434424,,16,,0.756096,,0.868848,semantic,0
query_000007,PureBite Baking,17,item_000152,"Linear (0.5/0.5, min-max)",0.426204,,17,,0.745288,,0.852408,semantic,0
query_000007,PureBite Baking,18,item_000049,"Linear (0.5/0.5, min-max)",0.425310,,18,,0.744112,,0.850619,semantic,0
query_000007,PureBite Baking,19,item_000199,"Linear (0.5/0.5, min-max)",0.422396,,19,,0.740280,,0.844791,semantic,0
query_000007,PureBite Baking,20,item_000252,"Linear (0.5/0.5, min-max)",0.422396,,20,,0.740280,,0.844791,semantic,0
query_000008,BrainBoost Puzzles,1,item_000365,"Linear (0.5/0.5, min-max)",1.000000,18,1,4.512491,0.881437,1.000000,1.000000,"bm25,semantic",2
query_000008,BrainBoost Puzzles,2,item_000302,"Linear (0.5/0.5, min-max)",0.998824,14,2,4.512491,0.879421,1.000000,0.997649,"bm25,semantic",2
query_000008,BrainBoost Puzzles,3,item_000108,"Linear (0.5/0.5, min-max)",0.997051,9,3,4.512491,0.876381,1.000000,0.994103,"bm25,semantic",2
query_000008,BrainBoost Puzzles,4,item_000446,"Linear (0.5/0.5, min-max)",0.997051,25,4,4.512491,0.876381,1.000000,0.994103,"bm25,semantic",2
query_000008,BrainBoost Puzzles,5,item_000029,"Linear (0.5/0.5, min-max)",0.996676,1,5,4.512491,0.875738,1.000000,0.993353,"bm25,semantic",2
query_000008,BrainBoost Puzzles,6,item_000318,"Linear (0.5/0.5, min-max)",0.996676,16,6,4.512491,0.875738,1.000000,0.993353,"bm25,semantic",2
query_000008,BrainBoost Puzzles,7,item_000374,"Linear (0.5/0.5, min-max)",0.994290,19,7,4.512491,0.871647,1.000000,0.988580,"bm25,semantic",2
query_000008,BrainBoost Puzzles,8,item_000421,"Linear (0.5/0.5, min-max)",0.993971,22,8,4.512491,0.871100,1.000000,0.987943,"bm25,semantic",2
query_000008,BrainBoost Puzzles,9,item_000249,"Linear (0.5/0.5, min-max)",0.991701,13,9,4.512491,0.867207,1.000000,0.983401,"bm25,semantic",2
query_000008,BrainBoost Puzzles,10,item_000115,"Linear (0.5/0.5, min-max)",0.984640,10,10,4.512491,0.855101,1.000000,0.969279,"bm25,semantic",2
query_000008,BrainBoost Puzzles,11,item_000054,"Linear (0.5/0.5, min-max)",0.982135,5,11,4.512491,0.850807,1.000000,0.964271,"bm25,semantic",2
query_000008,BrainBoost Puzzles,12,item_000386,"Linear (0.5/0.5, min-max)",0.976853,21,12,4.512491,0.841751,1.000000,0.953706,"bm25,semantic",2
query_000008,BrainBoost Puzzles,13,item_000074,"Linear (0.5/0.5, min-max)",0.974536,6,13,4.512491,0.837778,1.000000,0.949072,"bm25,semantic",2
query_000008,BrainBoost Puzzles,14,item_000311,"Linear (0.5/0.5, min-max)",0.974536,15,14,4.512491,0.837778,1.000000,0.949072,"bm25,semantic",2
query_000008,BrainBoost Puzzles,15,item_000350,"Linear (0.5/0.5, min-max)",0.974536,17,15,4.512491,0.837778,1.000000,0.949072,"bm25,semantic",2
query_000008,BrainBoost Puzzles,16,item_000442,"Linear (0.5/0.5, min-max)",0.970621,24,16,4.512491,0.831065,1.000000,0.941241,"bm25,semantic",2
query_000008,BrainBoost Puzzles,17,item_000475,"Linear (0.5/0.5, min-max)",0.970621,27,17,4.512491,0.831065,1.000000,0.941241,"bm25,semantic",2
query_000008,BrainBoost Puzzles,18,item_000044,"Linear (0.5/0.5, min-max)",0.969967,4,18,4.512491,0.829944,1.000000,0.939933,"bm25,semantic",2
query_000008,BrainBoost Puzzles,19,item_000375,"Linear (0.5/0.5, min-max)",0.969967,20,19,4.512491,0.829944,1.000000,0.939933,"bm25,semantic",2
query_000008,BrainBoost Puzzles,20,item_000432,"Linear (0.5/0.5, min-max)",0.969967,23,20,4.512491,0.829944,1.000000,0.939933,"bm25,semantic",2
query_000009,DriveSafe Oils & Fluids,1,item_000184,"Linear (0.5/0.5, min-max)",1.000000,7,1,13.044223,0.884074,1.000000,1.000000,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,2,item_000192,"Linear (0.5/0.5, min-max)",0.994807,9,2,13.044223,0.874966,1.000000,0.989614,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,3,item_000288,"Linear (0.5/0.5, min-max)",0.987326,12,3,13.044223,0.861843,1.000000,0.974651,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,4,item_000296,"Linear (0.5/0.5, min-max)",0.987326,13,4,13.044223,0.861843,1.000000,0.974651,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,5,item_000071,"Linear (0.5/0.5, min-max)",0.985311,2,5,13.044223,0.858309,1.000000,0.970621,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,6,item_000171,"Linear (0.5/0.5, min-max)",0.980338,5,7,13.044223,0.849587,1.000000,0.960676,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,7,item_000268,"Linear (0.5/0.5, min-max)",0.978043,10,11,13.044223,0.845562,1.000000,0.956087,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,8,item_000477,"Linear (0.5/0.5, min-max)",0.978043,19,12,13.044223,0.845562,1.000000,0.956087,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,9,item_000363,"Linear (0.5/0.5, min-max)",0.976294,16,13,13.044223,0.842493,1.000000,0.952587,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,10,item_000128,"Linear (0.5/0.5, min-max)",0.976277,3,14,13.044223,0.842463,1.000000,0.952554,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,11,item_000143,"Linear (0.5/0.5, min-max)",0.976277,4,15,13.044223,0.842463,1.000000,0.952554,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,12,item_000342,"Linear (0.5/0.5, min-max)",0.974170,14,17,13.044223,0.838769,1.000000,0.948341,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,13,item_000178,"Linear (0.5/0.5, min-max)",0.972024,6,19,13.044223,0.835003,1.000000,0.944047,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,14,item_000489,"Linear (0.5/0.5, min-max)",0.971870,20,20,13.044223,0.834734,1.000000,0.943741,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,15,item_000011,"Linear (0.5/0.5, min-max)",0.967312,1,21,13.044223,0.826738,1.000000,0.934623,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,16,item_000278,"Linear (0.5/0.5, min-max)",0.961153,11,24,13.044223,0.815935,1.000000,0.922305,"bm25,semantic",3
query_000009,DriveSafe Oils & Fluids,17,item_000406,"Linear (0.5/0.5, min-max)",0.961153,17,25,13.044223,0.815935,1.000000,0.922305,"bm25,semantic",3
