event_id,event_type,request_id,session_id,user_id,query_id,query_text,item_id,position,timestamp,click_duration_ms,add_to_cart_quantity,purchase_amount
event_00000026,click,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000377,4,2026-02-04T20:19:45.242903+00:00,7022,,
event_00000027,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000312,5,2026-02-04T20:19:47.007853+00:00,,,
event_00000028,click,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000312,5,2026-02-04T20:20:01.200214+00:00,777,,
event_00000029,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000361,6,2026-02-04T20:20:03.091291+00:00,,,
event_00000030,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000177,7,2026-02-04T20:20:03.382794+00:00,,,
event_00000031,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000490,8,2026-02-04T20:20:04.262847+00:00,,,
event_00000032,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000171,9,2026-02-04T20:20:06.007924+00:00,,,
event_00000033,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000433,10,2026-02-04T20:20:07.948823+00:00,,,
event_00000034,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000418,11,2026-02-04T20:20:09.467743+00:00,,,
event_00000035,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000336,12,2026-02-04T20:20:10.997712+00:00,,,
event_00000036,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000296,13,2026-02-04T20:20:11.316335+00:00,,,
event_00000037,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000463,14,2026-02-04T20:20:12.333028+00:00,,,
event_00000038,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000408,15,2026-02-04T20:20:14.055696+00:00,,,
event_00000039,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000043,16,2026-02-04T20:20:15.659442+00:00,,,
event_00000040,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000311,17,2026-02-04T20:20:15.871616+00:00,,,
event_00000041,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000123,18,2026-02-04T20:20:17.829928+00:00,,,
event_00000042,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000471,19,2026-02-04T20:20:18.854025+00:00,,,
event_00000043,impression,req_000002,sess_000002,user_000084,query_000058,best men's shirts,item_000285,20,2026-02-04T20:20:19.126238+00:00,,,
event_00000044,impression,req_000003,sess_000003,user_000021,query_000103,best furniture,item_000055,1,2026-03-17T15:58:33.543223+00:00,,,
event_00000045,impression,req_000003,sess_000003,user_000021,query_000103,best furniture,item_000349,2,2026-03-17T15:58:34.934572+00:00,,,
event_00000046,impression,req_000003,sess_000003,user_000021,query_000103,best furniture,item_000397,3,2026-03-17T15:58:35.313931+00:00,,,
event_00000047,click,req_000003,sess_000003,user_000021,query_000103,best furniture,item_000397,3,2026-03-17T15:58:37.441379+00:00,9204,,
event_00000048,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000213,1,2026-01-30T01:47:31.619712+00:00,,,
event_00000049,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000068,2,2026-01-30T01:47:32.661378+00:00,,,
event_00000050,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000077,3,2026-01-30T01:47:34.002066+00:00,,,
event_00000051,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000500,4,2026-01-30T01:47:35.165829+00:00,,,
event_00000052,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000006,5,2026-01-30T01:47:35.953854+00:00,,,
event_00000053,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000098,6,2026-01-30T01:47:36.368103+00:00,,,
event_00000054,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000366,7,2026-01-30T01:47:37.687363+00:00,,,
event_00000055,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000018,8,2026-01-30T01:47:39.415355+00:00,,,
event_00000056,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000009,9,2026-01-30T01:47:41.053188+00:00,,,
event_00000057,impression,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000160,10,2026-01-30T01:47:41.170934+00:00,,,
event_00000058,click,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000160,10,2026-01-30T01:47:45.850754+00:00,2421,,
event_00000059,add_to_cart,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000160,10,2026-01-30T01:47:55.603528+00:00,,4,
event_00000060,purchase,req_000004,sess_000004,user_000056,query_000161,GlowLab Hair Care,item_000160,10,2026-01-30T01:49:24.636693+00:00,,,21.89
event_00000061,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000024,1,2026-02-17T19:13:40.021301+00:00,,,
event_00000062,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000385,2,2026-02-17T19:13:40.233259+00:00,,,
event_00000063,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000096,3,2026-02-17T19:13:41.838416+00:00,,,
event_00000064,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000208,4,2026-02-17T19:13:41.839155+00:00,,,
event_00000065,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000212,5,2026-02-17T19:13:42.115221+00:00,,,
event_00000066,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000373,6,2026-02-17T19:13:43.296768+00:00,,,
event_00000067,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000360,7,2026-02-17T19:13:43.492631+00:00,,,
event_00000068,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000074,8,2026-02-17T19:13:44.383050+00:00,,,
event_00000069,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000344,9,2026-02-17T19:13:45.953233+00:00,,,
event_00000070,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000343,10,2026-02-17T19:13:46.019124+00:00,,,
event_00000071,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000005,11,2026-02-17T19:13:46.639220+00:00,,,
event_00000072,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000001,12,2026-02-17T19:13:46.753875+00:00,,,
event_00000073,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000237,13,2026-02-17T19:13:47.840363+00:00,,,
event_00000074,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000195,14,2026-02-17T19:13:49.256876+00:00,,,
event_00000075,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000159,15,2026-02-17T19:13:50.275864+00:00,,,
event_00000076,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000413,16,2026-02-17T19:13:52.076502+00:00,,,
event_00000077,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000308,17,2026-02-17T19:13:52.169734+00:00,,,
event_00000078,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000004,18,2026-02-17T19:13:53.533629+00:00,,,
event_00000079,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000101,19,2026-02-17T19:13:53.577747+00:00,,,
event_00000080,impression,req_000005,sess_000005,user_000098,query_000057,affordable cameras for everyday use,item_000367,20,2026-02-17T19:13:53.702324+00:00,,,
event_00000081,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000265,1,2026-03-04T21:56:11.133640+00:00,,,
event_00000082,click,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000265,1,2026-03-04T21:56:40.262076+00:00,4199,,
event_00000083,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000174,2,2026-03-04T21:56:40.572056+00:00,,,
event_00000084,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000203,3,2026-03-04T21:56:41.726801+00:00,,,
event_00000085,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000217,4,2026-03-04T21:56:43.709537+00:00,,,
event_00000086,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000197,5,2026-03-04T21:56:45.701232+00:00,,,
event_00000087,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000398,6,2026-03-04T21:56:47.325831+00:00,,,
event_00000088,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000030,7,2026-03-04T21:56:48.153178+00:00,,,
event_00000089,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000474,8,2026-03-04T21:56:49.000794+00:00,,,
event_00000090,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000429,9,2026-03-04T21:56:50.246387+00:00,,,
event_00000091,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000007,10,2026-03-04T21:56:51.220219+00:00,,,
event_00000092,click,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000007,10,2026-03-04T21:57:18.463967+00:00,11044,,
event_00000093,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000159,11,2026-03-04T21:57:19.724675+00:00,,,
event_00000094,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000349,12,2026-03-04T21:57:21.390337+00:00,,,
event_00000095,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000431,13,2026-03-04T21:57:22.429296+00:00,,,
event_00000096,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000047,14,2026-03-04T21:57:24.117578+00:00,,,
event_00000097,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000218,15,2026-03-04T21:57:24.363870+00:00,,,
event_00000098,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000472,16,2026-03-04T21:57:25.877635+00:00,,,
event_00000099,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000091,17,2026-03-04T21:57:27.674517+00:00,,,
event_00000100,click,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000091,17,2026-03-04T21:57:46.795695+00:00,10686,,
event_00000101,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000366,18,2026-03-04T21:57:48.697931+00:00,,,
event_00000102,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000229,19,2026-03-04T21:57:49.861272+00:00,,,
event_00000103,impression,req_000006,sess_000006,user_000072,query_000190,AtlasBooks Comics,item_000314,20,2026-03-04T21:57:50.518544+00:00,,,
event_00000104,impression,req_000007,sess_000007,user_000078,query_000044,BrainBoost Educational,item_000074,1,2026-02-17T22:00:45.680345+00:00,,,
event_00000105,click,req_000007,sess_000007,user_000078,query_000044,BrainBoost Educational,item_000074,1,2026-02-17T22:00:46.775208+00:00,6526,,
event_00000106,impression,req_000007,sess_000007,user_000078,query_000044,BrainBoost Educational,item_000365,2,2026-02-17T22:00:48.408983+00:00,,,
event_00000107,click,req_000007,sess_000007,user_000078,query_000044,BrainBoost Educational,item_000365,2,2026-02-17T22:00:55.645872+00:00,9805,,
event_00000108,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000362,1,2026-02-01T07:18:31.010965+00:00,,,
event_00000109,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000220,2,2026-02-01T07:18:32.682234+00:00,,,
event_00000110,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000283,3,2026-02-01T07:18:34.544674+00:00,,,
event_00000111,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000430,4,2026-02-01T07:18:35.479013+00:00,,,
event_00000112,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000419,5,2026-02-01T07:18:37.256087+00:00,,,
event_00000113,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000055,6,2026-02-01T07:18:39.115893+00:00,,,
event_00000114,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000075,7,2026-02-01T07:18:39.369081+00:00,,,
event_00000115,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000468,8,2026-02-01T07:18:40.096597+00:00,,,
event_00000116,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000320,9,2026-02-01T07:18:41.895109+00:00,,,
event_00000117,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000073,10,2026-02-01T07:18:42.874217+00:00,,,
event_00000118,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000247,11,2026-02-01T07:18:43.174695+00:00,,,
event_00000119,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000399,12,2026-02-01T07:18:44.658220+00:00,,,
event_00000120,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000169,13,2026-02-01T07:18:46.397410+00:00,,,
event_00000121,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000166,14,2026-02-01T07:18:47.959119+00:00,,,
event_00000122,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000457,15,2026-02-01T07:18:48.833165+00:00,,,
event_00000123,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000499,16,2026-02-01T07:18:50.547470+00:00,,,
event_00000124,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000356,17,2026-02-01T07:18:52.397907+00:00,,,
event_00000125,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000348,18,2026-02-01T07:18:52.588207+00:00,,,
event_00000126,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000264,19,2026-02-01T07:18:54.042583+00:00,,,
event_00000127,impression,req_000009,sess_000009,user_000098,query_000144,QuantumTech wearables review,item_000259,20,2026-02-01T07:18:55.033678+00:00,,,
event_00000128,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000365,1,2026-01-03T20:38:58.219075+00:00,,,
event_00000129,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000302,2,2026-01-03T20:38:59.494933+00:00,,,
event_00000130,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000106,3,2026-01-03T20:38:59.648939+00:00,,,
event_00000131,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000350,4,2026-01-03T20:38:59.731402+00:00,,,
event_00000132,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000300,5,2026-01-03T20:39:01.192381+00:00,,,
event_00000133,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000318,6,2026-01-03T20:39:01.390993+00:00,,,
event_00000134,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000249,7,2026-01-03T20:39:02.172307+00:00,,,
event_00000135,click,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000249,7,2026-01-03T20:39:07.362536+00:00,3545,,
event_00000136,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000374,8,2026-01-03T20:39:07.800352+00:00,,,
event_00000137,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000392,9,2026-01-03T20:39:08.951454+00:00,,,
event_00000138,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000245,10,2026-01-03T20:39:09.001307+00:00,,,
event_00000139,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000463,11,2026-01-03T20:39:10.622352+00:00,,,
event_00000140,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000349,12,2026-01-03T20:39:11.350328+00:00,,,
event_00000141,click,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000349,12,2026-01-03T20:39:32.727259+00:00,3589,,
event_00000142,favorite,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000349,12,2026-01-03T20:39:40.451347+00:00,,,
event_00000143,add_to_cart,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000349,12,2026-01-03T20:39:47.926987+00:00,,2,
event_00000144,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000330,13,2026-01-03T20:39:48.970806+00:00,,,
event_00000145,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000107,14,2026-01-03T20:39:49.663100+00:00,,,
event_00000146,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000138,15,2026-01-03T20:39:50.677136+00:00,,,
event_00000147,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000064,16,2026-01-03T20:39:52.113220+00:00,,,
event_00000148,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000003,17,2026-01-03T20:39:53.271423+00:00,,,
event_00000149,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000003,18,2026-01-03T20:39:54.903076+00:00,,,
event_00000150,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000081,19,2026-01-03T20:39:55.238811+00:00,,,
event_00000151,impression,req_000010,sess_000010,user_000086,query_000115,FunCraft Outdoor Toys,item_000447,20,2026-01-03T20:39:56.733499+00:00,,,
event_00000152,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000358,1,2026-03-08T07:56:14.124676+00:00,,,
event_00000153,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000132,2,2026-03-08T07:56:15.139942+00:00,,,
event_00000154,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000042,3,2026-03-08T07:56:15.147844+00:00,,,
event_00000155,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000411,4,2026-03-08T07:56:16.261635+00:00,,,
event_00000156,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000356,5,2026-03-08T07:56:17.649879+00:00,,,
event_00000157,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000037,6,2026-03-08T07:56:19.259213+00:00,,,
event_00000158,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000084,7,2026-03-08T07:56:20.040593+00:00,,,
event_00000159,impression,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000331,8,2026-03-08T07:56:20.960573+00:00,,,
event_00000160,click,req_000011,sess_000011,user_000037,query_000043,CleanShield paper goods review,item_000331,8,2026-03-08T07:56:34.387895+00:00,8615,,
event_00000161,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000422,1,2026-02-16T06:47:08.953921+00:00,,,
event_00000162,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000463,2,2026-02-16T06:47:09.448987+00:00,,,
event_00000163,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000478,3,2026-02-16T06:47:09.573787+00:00,,,
event_00000164,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000408,4,2026-02-16T06:47:10.924431+00:00,,,
event_00000165,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000069,5,2026-02-16T06:47:11.535306+00:00,,,
event_00000166,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000013,6,2026-02-16T06:47:12.209658+00:00,,,
event_00000167,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000359,7,2026-02-16T06:47:12.447955+00:00,,,
event_00000168,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000280,8,2026-02-16T06:47:12.736454+00:00,,,
event_00000169,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000126,9,2026-02-16T06:47:13.350363+00:00,,,
event_00000170,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000031,10,2026-02-16T06:47:13.897059+00:00,,,
event_00000171,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000157,11,2026-02-16T06:47:14.086278+00:00,,,
event_00000172,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000225,12,2026-02-16T06:47:14.726947+00:00,,,
event_00000173,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000214,13,2026-02-16T06:47:15.164950+00:00,,,
event_00000174,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000302,14,2026-02-16T06:47:15.342911+00:00,,,
event_00000175,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000341,15,2026-02-16T06:47:15.847311+00:00,,,
event_00000176,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000181,16,2026-02-16T06:47:16.752295+00:00,,,
event_00000177,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000248,17,2026-02-16T06:47:18.335142+00:00,,,
event_00000178,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000206,18,2026-02-16T06:47:18.558607+00:00,,,
event_00000179,click,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000206,18,2026-02-16T06:47:31.505334+00:00,5955,,
event_00000180,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000361,19,2026-02-16T06:47:32.010614+00:00,,,
event_00000181,impression,req_000012,sess_000012,user_000070,query_000047,FarmFresh baking review,item_000164,20,2026-02-16T06:47:33.489693+00:00,,,
event_00000182,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000050,1,2026-01-25T04:19:58.455068+00:00,,,
event_00000183,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000058,2,2026-01-25T04:19:58.550863+00:00,,,
event_00000184,click,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000058,2,2026-01-25T04:20:00.609053+00:00,1765,,
event_00000185,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000008,3,2026-01-25T04:20:02.093473+00:00,,,
event_00000186,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000233,4,2026-01-25T04:20:03.588793+00:00,,,
event_00000187,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000262,5,2026-01-25T04:20:04.838610+00:00,,,
event_00000188,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000460,6,2026-01-25T04:20:05.433086+00:00,,,
event_00000189,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000435,7,2026-01-25T04:20:07.346305+00:00,,,
event_00000190,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000076,8,2026-01-25T04:20:07.837249+00:00,,,
event_00000191,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000224,9,2026-01-25T04:20:09.056156+00:00,,,
event_00000192,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000493,10,2026-01-25T04:20:10.826271+00:00,,,
event_00000193,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000132,11,2026-01-25T04:20:11.690991+00:00,,,
event_00000194,impression,req_000013,sess_000013,user_000032,query_000061,affordable yoga for everyday use,item_000169,12,2026-01-25T04:20:13.326658+00:00,,,
